pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,pl_dens,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_age,st_met,st_spectype,escape_velocity,stellar_flux,hz_inner,hz_outer,in_hz,orbit_stability,is_rocky,esi,spectral_suitability,stellar_suitability,habitability_score
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,Microlensing,2012.0,,2.72,,170.0,,,,,,0.26,-2.047593282102137,,,M,,0.0012113479532183547,,,,,,,,0.2890504973749961,
HD 159868 c,HD 159868,1,2,Radial Velocity,2012.0,351.0,1.032,0.184,244.09344,,,350.6687325106605,5534.0,2.13,1.19,0.26441436487385755,,,,,1.7260563516303298,1.3595295550137314,2.3385351861598354,0.0,0.0,,,0.9385980060607579,0.9997751832297667,0.19919792906919298
PH1 b,PH1,4,1,Transit,2012.0,138.317,0.652,0.0702,169.0,6.18,3.9452350082086514,481.0,6407.0,1.734,1.528,0.6444317398388489,2.0,0.21,F,58.56890943242463,10.373768411198437,2.033264924066215,3.368230316356712,0.0,0.0,1.0,0.3902115512989076,0.6440866578831956,0.8662201819018525,0.3904347272254655
HD 222155 b,HD 222155,1,1,Radial Velocity,2011.0,3999.0,5.14,0.16,673.7996,,,150.85624084827955,5701.0,1.85,1.21,0.28974879610757526,,-0.18,,,0.07376028024648368,1.3903152001944727,2.373198066759409,0.0,0.0,,,0.8965508901145953,0.9998159280950366,0.16627022706036831
HD 24040 b,HD 24040,1,2,Radial Velocity,2006.0,3668.0,4.92,0.04,1226.8238,,,131.5451331742913,5802.0,1.3,1.11,0.1586304257533012,,0.19,,,0.05952511186160581,1.1906452255258888,2.023190475214905,0.0,0.0,,,0.8668110839271612,0.9994997988929205,0.15195151355430858
ome Ser b,ome Ser,2,1,Radial Velocity,2013.0,278.59,0.838,0.18,233.92170755,,,754.561533260332,4724.0,10.99,1.01,1.73384,,-0.12,G8 III,,77.15284810867954,7.631502993567849,13.676791174119844,0.0,0.0,,,0.9832144735285729,0.9986414800495711,0.14856206148575635
HD 2952 b,HD 2952,1,1,Radial Velocity,2013.0,312.08,1.117,0.269,284.77425267,,,668.6593001736763,4853.0,10.9,1.91,1.76782,,0.0,K0 III,,46.958439235331255,7.893377981226902,14.047526920358171,0.0,0.0,,,0.9952095111690844,0.4958570789018567,0.11432675643892648
HD 120084 b,HD 120084,1,1,Radial Velocity,2013.0,2142.0,4.21,0.483,2034.1018048,,,337.74356571220136,4879.0,10.37,2.16,1.73783,,0.1,G7 III,,3.0850755816115942,7.617247559127075,13.537319962896557,0.0,0.0,,,0.9967517315208344,0.3645907322012299,0.17719104134392147
Kepler-19 c,Kepler-19,1,3,Transit Timing Variations,2011.0,28.731,,0.21,13.1,,,,5544.0,0.859,0.936,-0.10053452941663159,1.9,-0.08,,,,0.8927657897043711,1.5349354821982801,,,,,0.9363522334034706,0.9971568627943171,
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013.0,137.48,0.539,0.26,352.78,,,1104.7179098978759,4796.0,14.7,1.1,2.01,7.1,0.28,K0,,352.22685874024717,10.456452115954088,18.6660861694132,0.0,0.0,,,0.9907946312329025,0.9994472213630764,0.14922487599404755
HD 233604 b,HD 233604,1,1,Radial Velocity,2013.0,192.0,0.747,0.05,2089.644,,,807.2109687200934,4791.0,10.9,1.5,1.75,2.4,-0.36,K5,,100.77638984144505,7.753091795130183,13.843994901204015,0.0,0.0,,,0.990340070889781,0.9072092331385837,0.14273185199088334
HD 95086 b,HD 95086,1,1,Imaging,2013.0,,55.7,,1589.0,,,1000.0,,,1.6,0.7144199392957368,0.017,,,,0.0016699733821607394,,,,,,,,0.7720375672607966,0.05404262970825577
KELT-3 b,KELT-3,2,1,Transit,2013.0,2.70339,,0.0,616.5902,17.48604,0.6354389239700066,,6304.0,1.7,1.96,1.0228962497476661,,0.05,,66.50749612602937,,3.1564370840308307,5.2505149558963655,,,0.0,,0.6853194341281811,0.4648360328722656,0.2073640770313131
Kepler-116 b,Kepler-116,1,2,Transit,2014.0,5.968734,0.069,,,3.42,,1243.5848016701493,6142.0,1.454,,,,,,,,,,,,0.0,,0.7484025912346951,,0.05987220729877561
GJ 163 b,GJ 163,1,3,Radial Velocity,2013.0,8.63182,0.0607,0.073,10.6,,,,,,,,,,,,,,,,,,,,,
GJ 163 c,GJ 163,1,3,Radial Velocity,2013.0,25.63058,0.1254,0.099,6.8,,,,,,,,,,,,,,,,,,,,,
GJ 163 d,GJ 163,1,3,Radial Velocity,2013.0,603.95116,1.0304,0.373,29.4,,,,,,,,,,,,,,,,,,,,,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013.0,246.36,0.36,0.345,9057.77,,,,,,0.075,-3.93728557812905,1.0,,L1.5,,0.0008914755167727308,,,,,,,,0.060086650174007654,
HIP 63242 b,HIP 63242,1,1,Radial Velocity,2013.0,124.6,0.565,0.23,2917.56,,,,4830.0,,1.54,1.63,,-0.31,G8,,133.62973413786284,6.741691288738479,12.01272096494253,0.0,0.0,,,0.9935983561703438,0.8494449867161488,0.13894901756375794
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013.0,62.24,0.213,0.02,2.7,,,,3350.0,,0.33,-1.863,2.0,-0.55,M1.5 V,,0.3021626586799034,0.1287442545496989,0.25204817730939155,1.0,0.9977802450856065,,,0.5460744266397094,0.45016600268752216,0.3750199939261518
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013.0,39.026,0.156,0.03,2.7,,,,3350.0,,0.33,-1.863,2.0,-0.55,M1.5 V,,0.563314335209095,0.1287442545496989,0.25204817730939155,1.0,0.9950124791926823,,,0.5460744266397094,0.45016600268752216,0.3747985726547179
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013.0,256.2,0.549,0.08,4.6,,,,3350.0,,0.33,-1.863,2.0,-0.55,M1.5 V,,0.04548365022560819,0.1287442545496989,0.25204817730939155,0.0,0.0,,,0.5460744266397094,0.45016600268752216,0.07519757431930331
GJ 504 b,GJ 504,1,1,Imaging,2013.0,,43.5,,1271.3,,,510.0,6234.0,,1.22,0.332,0.16,0.28,G0 V,,0.0011350669700782316,1.4287491818948947,2.38342128590106,0.0,0.0,,,0.7129170375414273,0.9998334419352227,0.12705763438490372
Kepler-78 b,Kepler-78,2,1,Transit,2013.0,0.35500745,0.00901,0.0,1.68,1.201,5.33,2223.0,5058.0,0.7475,0.779,-0.3796188981460244,,-0.18,,13.24650048833064,5139.626029182557,0.6604655477932397,1.162850380438065,0.0,0.0,1.0,0.10660380294362715,0.9992527237944845,0.9864803603540304,0.3703145954688147
GJ 328 b,GJ 328,1,2,Radial Velocity,2013.0,3771.0,4.11,0.227,797.74930157,,,67.29576048659368,3897.0,0.63,0.65,-1.08,,-0.06,M0.0,,0.004923980861483597,0.30968352135401633,0.5833312946887451,0.0,0.0,,,0.7631065925493384,0.9525741268224334,0.12838700607542108
HD 203030 b,HD 203030,1,1,Imaging,2006.0,,,,3496.112477,14.4595851,6.3719080546856715,1040.0,,,,,0.1,,G8 V,174.1537398171875,,,,,,1.0,0.13788748156980932,,,0.22757749631396185
CHXR 73 b,CHXR 73,1,1,Imaging,2006.0,,210.0,,3994.486,,,,,,0.35,-1.5957618447740354,0.002,,M3.5,,5.75174423356907e-07,,,,,,,,0.5,
DH Tau b,DH Tau,1,1,Imaging,2004.0,,330.0,,3496.0,,,,,0.27,0.33,-1.6852012104273937,0.001,,M0.5,,1.89570567335755e-07,,,,,,,,0.45016600268752216,
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011.0,10037.5,2.6,,3337.1,,,370.0,580.5,,0.021,-5.8722324684312825,,,,,1.985275740332254e-07,0.0014466433143367735,0.003948246963097712,0.0,0.0,,,0.013030792668846138,0.03591584588276172,0.035996347649784106
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,Imaging,2013.0,,52.0,,7786.5,,,,3530.0,,0.4,-1.72,0.12,,M3.5 V,,7.046822181816743e-06,0.15059620710912244,0.2909411130457609,0.0,0.0,,,0.6186596475026225,0.6224593312018547,0.09306492498433963
WD 0806-661 b,WD 0806-661,1,1,Imaging,2011.0,,2500.0,,2542.627256,,,340.0,,,0.62,-0.7266290867561115,2.1,,DQ,,3.002554477755979e-08,,,,,,,,0.9370266439430035,0.1342668693417524
POTS-1 b,POTS-1,1,1,Transit,2013.0,3.1606296,0.03734,,734.16,10.548,3.4469259546429702,770.126589992921,4400.0,0.588,0.695,-0.5530531839346016,,-0.03,K5 V,93.4390300259783,200.72348507506155,0.5560050208128109,1.0149796379056146,0.0,0.0,0.0,0.20938636250028128,0.9231163463866358,0.969231140642852,0.3035727600559868
HATS-2 b,HATS-2,1,1,Transit,2013.0,1.35413379,0.02317,,435.42491759,12.57647635,1.20684,1550.0,,0.876,0.904,-0.15341049333622836,7.2,,,65.9014806995681,1308.3906715947635,,,,,0.0,0.0799662843480962,,0.9960888304738083,0.2057194750027858
HATS-3 b,HATS-3,1,1,Transit,2013.0,3.547851,0.0485,0.0,340.382,15.48,0.51,1648.0,6351.0,1.404,1.209,0.456,3.2,-0.157,F,52.51892613208293,1214.8328380805385,1.6403638027006615,2.7234595138872533,0.0,0.0,0.0,0.06109822137018541,0.6665765966756286,0.9998140784855822,0.25553275750207816
PSR J1719-1438 b,PSR J1719-1438,1,1,Pulsar Timing,2011.0,0.090706293,0.0044,0.06,382.8,,23.0,,4500.0,,1.4,0.511448124873833,12.5,,,,167703.7492234023,1.8858049094374356,3.422513160470381,0.0,0.0,1.0,,0.9459594689067654,0.9999724643088853,0.22567483001416322
RR Cae b,RR Cae,2,1,Eclipse Timing Variations,2012.0,4343.5,5.3,0.0,1334.886,,,,,,0.44,-1.247915632298344,,,M,,0.002011558320695154,,,,,,,,0.710949502625004,
WASP-65 b,WASP-65,1,1,Transit,2013.0,2.3114243,0.0334,0.0,492.62,12.464,1.5,1480.0,5600.0,1.01,0.93,-0.11030968006122703,8.0,-0.07,G6,70.41177985235775,695.340277094913,0.8807684012393089,1.5103808977505535,0.0,0.0,0.0,0.08777363966137129,0.9231163463866358,0.9969815836752917,0.28119274650047554
WASP-75 b,WASP-75,2,1,Transit,2013.0,2.484193,0.0375,0.0,340.06,14.235,0.69,1710.0,6100.0,1.26,1.14,0.19916697967765393,3.5,0.07,F9,54.74154646177842,1124.875464663287,1.2327011964319345,2.067855409612603,0.0,0.0,0.0,0.06317638772402405,0.7642281651714905,0.9996293938593735,0.26374758832868017
HD 113337 b,HD 113337,3,2,Radial Velocity,2013.0,317.58639,1.022,0.28,1035.80277841,,,,,,1.41,0.5222668942938296,,,,,3.1868755385021226,,,,,,,,0.9999750846110607,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,Microlensing,2012.0,,1.1,,1500.0,,,,,,0.86,-0.22925542064751298,,,,,0.4874827013033896,,,,,,,,0.9939401985084158,
HAT-P-42 b,HAT-P-42,1,1,Transit,2012.0,4.641878,0.0575,0.0,331.801,14.348,0.61,1428.0,5743.0,1.53,1.178,0.356,5.2,0.27,,53.85935944092422,686.5375733486039,1.497964071054645,2.5521130986679266,0.0,0.0,0.0,0.07623719143067773,0.8845488344398109,0.9997465270647835,0.27599360193585526
HAT-P-43 b,HAT-P-43,1,1,Transit,2012.0,3.3326414,0.0444,,,13.63,,1353.0,5693.0,1.08,1.03,0.044930286468102744,,0.2,,,562.5541673387168,1.0491669585940195,1.7915241449045136,0.0,0.0,0.0,,0.8987754978514436,0.9988874639671398,0.1418241623058153
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,Microlensing,2013.0,,0.87,,588.0,,,,,,0.022,-5.801520617122279,,,,,2.0866080457284855e-06,,,,,,,,0.03626371637464836,
ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013.0,,157.0,,2860.0,,,1975.0,,,1.0,0.0,0.0027,,M0,,4.056959714390036e-05,,,,,,,,0.998498817743263,0.06989491724202841
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,Imaging,2012.0,,8.0,,6992.0,10.468,33.586277858922685,450.0,575.0,0.091,0.029,-5.3816070073536535,6.0,,T8.5,289.45887875724657,6.4895266262278e-08,0.0025455940397142306,0.006955096953262918,0.0,0.0,1.0,0.2245298870238349,0.01289068914400147,0.03879113446023606,0.24994586795174856
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,Microlensing,2013.0,,2.7,,1300.0,,,,,,0.56,-0.8813419054782984,,,K,,0.018027295024298836,,,,,,,,0.8909031788043871,
HD 13908 b,HD 13908,1,2,Radial Velocity,2013.0,19.382,0.154,0.02,274.91,,,908.5171396390484,6255.0,1.67,1.29,0.602,2.9,0.01,F8 V,,168.6392097154231,1.948020873831301,3.2468691462599724,0.0,0.0,,,0.7046841747957564,0.9999172827771484,0.1263689437780609
HD 13908 c,HD 13908,1,2,Radial Velocity,2013.0,931.0,2.03,0.12,1630.4,,,250.23350919790352,6255.0,1.67,1.29,0.602,2.9,0.01,F8 V,,0.9705276754133747,1.948020873831301,3.2468691462599724,1.0,0.4615581731933179,,,0.7046841747957564,0.9999172827771484,0.5288190026008271
HD 159243 b,HD 159243,1,2,Radial Velocity,2013.0,12.62,0.11,0.02,359.13,,,861.7570874521886,6123.0,1.12,1.125,0.114,1.25,0.05,G0 V,,107.45203124242069,1.1165435627885572,1.8711944584818698,0.0,0.0,,,0.7555941474970946,0.9995694429186754,0.13041739280407486
HD 159243 c,HD 159243,1,2,Radial Velocity,2013.0,248.4,0.8,0.075,603.9,,,319.54808041034426,6123.0,1.12,1.125,0.114,1.25,0.05,G0 V,,2.0315149656770157,1.1165435627885572,1.8711944584818698,0.0,0.0,,,0.7555941474970946,0.9995694429186754,0.22964064329838185
HIP 91258 b,HIP 91258,1,1,Radial Velocity,2013.0,5.0505,0.06,0.02,346.4347,,,937.5354709567181,5519.0,0.89,0.97,-0.04629893006814309,,0.23,,,249.6885165705182,0.9512553573676694,1.6374087434094968,0.0,0.0,,,0.9418982736433371,0.9979746796109501,0.14521008946423347
ROXs 12 b,ROXs 12,2,1,Imaging,2013.0,,210.0,,5085.0,,,,3850.0,,0.87,-0.2116826158348352,0.0076,,M0,,1.3927680473007129e-05,0.8432476143342684,1.593334510436273,0.0,0.0,,,0.7453593045429804,0.9945137011005495,0.1292447034404769
HD 106906 b,HD 106906,1,1,Imaging,2013.0,,650.0,,3496.0,,,1800.0,6516.0,,1.5,0.75,0.013,,F5 V,,1.3309853850659149e-05,2.2861808205059795,3.770958763168561,0.0,0.0,,,0.6000612440517433,0.9072092331385837,0.11150954584384032
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,Microlensing,2013.0,,3.45,,868.0,,,,,,0.44,-1.247915632298344,,,,,0.0047472945371415136,,,,,,,,0.710949502625004,
Kepler-93 c,Kepler-93,1,2,Radial Velocity,2014.0,1460.0,,,954.0,,,,5669.0,0.92,0.91,-0.14335512687617238,5.05,-0.18,,,,0.845520009989405,1.4453579435002792,,,,,0.9053279728448793,0.9963157601005641,
Kepler-94 c,Kepler-94,1,2,Radial Velocity,2014.0,820.3,,,3126.0,,,,4781.0,0.76,0.81,-0.3203024339247258,1.41,0.34,,,,0.7153274660925875,1.2779885302845442,,,,,0.9893985952395277,0.9900481981330957,
Kepler-48 e,Kepler-48,1,5,Radial Velocity,2014.0,982.0,,,657.0,,,,5194.0,0.89,0.88,-0.19431064747440976,3.14,0.17,,,,0.8129580438843744,1.4215207513441912,,,,,0.9916713216749286,0.995033198349943,
Kepler-25 d,Kepler-25,2,3,Radial Velocity,2014.0,122.4,,0.13,71.9,,,,,1.316,1.165,0.23214073876713223,,,,,,,,,,,,,0.9997113479844154,
KOI-142 c,KOI-142,1,3,Transit Timing Variations,2013.0,22.26492,,0.05724,214.1,,,,5466.0,0.897,0.99,-0.015276818908575298,,0.27,,,,0.9879750092042218,1.7048639752743338,,,,,0.9528889690448424,0.9983411989198255,
Kepler-97 c,Kepler-97,1,2,Radial Velocity,2014.0,789.0,,,344.0,,,,5779.0,0.98,0.94,-0.09405251240105479,8.42,-0.2,,,,0.8909305273849593,1.5154539799264555,,,,,0.8738438718986261,0.997268039236989,
Kepler-407 c,Kepler-407,1,2,Radial Velocity,2014.0,3000.0,,,4000.0,,,,5476.0,1.01,1.0,0.0,7.47,0.33,,,,1.005095434468299,1.733587393040676,,,,,0.9508963411478227,0.998498817743263,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,Microlensing,2013.0,,4.3,,3690.0,,,,,,0.39,-1.4312738754072527,,,,,0.002003499384894509,,,,,,,,0.5986876601124521,
CoRoT-27 b,CoRoT-27,1,1,Transit,2014.0,3.57532,0.0476,0.065,3302.11,11.287,12.6,1500.0,5900.0,1.08,1.05,0.07416254674478334,4.21,-0.1,G2,191.56868952615622,523.5385204277585,1.0760564141100841,1.8206084442381059,0.0,0.0,1.0,0.08199798674149242,0.835270211411272,0.9990889488055994,0.35315744067759225
WASP-103 b,WASP-103,1,1,Transit,2014.0,0.925542,0.01985,,473.547,17.127,0.55,2508.0,6110.0,1.436,1.22,0.413,4.0,0.06,F8 V,58.89235463306472,6568.693196843052,1.5761623954005795,2.642900915046364,0.0,0.0,0.0,0.03589066834611194,0.7604841568835896,0.9998334419352227,0.2580052071553751
KELT-6 b,KELT-6,1,2,Transit,2014.0,7.8457,,0.22,165.2716,14.5717,0.29431958738272634,,6102.0,1.73,1.42,0.5330092053406976,,-0.28,,37.71916132019037,,1.8102737441718142,3.0364776635765387,,,0.0,,0.763480606405599,0.9999774555703496,0.25107687040237237
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,Radial Velocity,2014.0,6.959,,0.3,101.7056,,,,5780.0,,1.01,0.01512480823924899,,,G5 V,,,1.0102177037747635,1.7182823186817047,,,,,0.8735411859788501,0.9986414800495711,
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,Radial Velocity,2014.0,5.118,,0.28,127.132,,,,5725.0,,0.96,-0.06205068436151063,,,G5 V,,,0.9263860130566897,1.5795816676794536,,,,,0.8897581848801761,0.9977621514787236,
HD 154857 c,HD 154857,1,2,Radial Velocity,2014.0,3452.0,5.36,0.06,819.97,,,141.66334481467243,5605.0,1.76,1.718,0.8225810582332822,,-0.2,G5 V,,0.23134039823287816,2.5776203319289626,4.4191993480767735,0.0,0.0,,,0.921881223198173,0.6462218118411059,0.13712144895171616
UZ For b,UZ For,2,2,Eclipse Timing Variations,2011.0,5840.0,5.9,0.04,2002.2,,,,,,0.7,-0.5421568599501012,,,,,0.008244021519712376,,,,,,,,0.9706877692486436,
UZ For c,UZ For,2,2,Eclipse Timing Variations,2011.0,1916.25,2.8,0.05,2447.2,,,,,,0.7,-0.5421568599501012,,,,,0.0366038761608658,,,,,,,,0.9706877692486436,
Kepler-413 b,Kepler-413,2,1,Transit,2014.0,66.262,0.3553,0.1181,67.0,4.347,3.2,306.38467008010605,4700.0,0.7761,0.82,-0.3016515166569917,,-0.2,,43.970418983353554,3.9551054621030386,0.7333313779344126,1.3159777845165312,0.0,0.0,0.0,0.5979654524894127,0.9801986733067553,0.990986701347152,0.5056233860041403
HAT-P-49 b,HAT-P-49,1,1,Transit,2014.0,2.69155,,0.0,699.226,17.82231,0.6805768731091315,,6820.0,2.06,2.22,1.2122354105772353,,0.07,,70.15276779614884,,3.8464056577936954,6.271510077297369,,,0.0,,0.47898361497508296,0.3404533165622117,0.18215042135736145
WTS-2 b,WTS-2,1,1,Transit,2014.0,1.0187068,0.01855,0.0,355.9696,15.277867,0.54,2000.0,5000.0,0.752,0.82,-0.3016515166569917,0.6,0.2,K2 V,54.06212538633939,1450.9774247047174,0.724229487316245,1.2789381006549225,0.0,0.0,0.0,0.04877688677767613,1.0,0.990986701347152,0.2791244464498359
HD 4203 c,HD 4203,1,2,Radial Velocity,2014.0,6700.0,6.95,0.24,689.66,,,114.3020512441504,5582.0,1.49795,0.99,0.29285,,0.34,,,0.040633140589286354,1.4020355056907334,2.4062734224520335,0.0,0.0,,,0.9274911744162472,0.9983411989198255,0.15048438406034875
WASP-8 c,WASP-8,2,2,Radial Velocity,2013.0,4323.0,5.28,0.0,3003.37,,,,,,1.04,0.05961668754573131,,0.17,,,0.04114801054678916,,,,,,,,0.9989932291799144,
WASP-68 b,WASP-68,2,1,Transit,2014.0,5.0843,,0.0,343.2564,14.79588,0.5839125923610154,,5910.0,1.79,1.49,0.6061519394429591,,0.22,,53.94571382478136,,1.9845187880263147,3.356197561114196,,,0.0,,0.8319173165697792,0.9225065863285126,0.25112884636857824
WASP-73 b,WASP-73,1,1,Transit,2014.0,4.08722,,0.0,908.9938,15.91678,1.2420723078290323,,6030.0,2.55,2.52,1.4049018927354044,,0.14,,84.63906876207754,,4.953822578545541,8.33468341527278,,,0.0,,0.7899737550287144,0.24799256271711817,0.20055737979249544
WASP-88 b,WASP-88,1,1,Transit,2014.0,4.954,,0.0,133.4886,16.36514,0.16781725085621188,,6430.0,1.8,0.94,-0.09405251240105479,,-0.08,,31.987496350334336,,0.8680749393421893,1.4367069599462405,,,0.0,,0.6348146438036448,0.997268039236989,0.24059393425088083
WASP-95 b,WASP-95,1,1,Transit,2014.0,2.18467,,0.0,457.6752,13.78707,0.9622613382023041,,5830.0,1.23,1.46,0.5752349952455298,,0.14,,64.52985992202927,,1.9212971890728583,3.2606963525254846,,,0.0,,0.8580534470039411,0.9706246267395289,0.25658799963208234
WASP-96 b,WASP-96,1,1,Transit,2014.0,3.4252602,0.0453,0.0,152.55,13.45,0.37,1285.0,5540.0,1.05,1.06,0.08857052842669588,8.0,0.14,G8,37.719244592640045,597.5498261771061,1.1100964869009375,1.9089490415284203,0.0,0.0,0.0,0.08089656756260163,0.9372548956126777,0.9991755753136017,0.2811019954334867
WASP-97 b,WASP-97,1,1,Transit,2014.0,2.07276,,0.0,432.2488,12.77826,1.1414850649735315,,5640.0,1.08,1.18,0.25158702557143875,,0.23,,65.14019593649365,,1.3338448746567078,2.283136194209319,,,0.0,,0.9129974218422362,0.9997515449181605,0.26302240189165016
WASP-98 b,WASP-98,2,1,Transit,2014.0,2.96264036,0.03762,,293.03926,12.823096,0.764,1171.0,5473.0,0.741,0.809,-0.3221801743570469,2.7,-0.49,,53.54075367813948,336.4978108730453,0.6936978163230877,1.1966587648077287,0.0,0.0,0.0,0.10296065807693913,0.9514981319127278,0.9899491861165264,0.2860084251965629
WASP-99 b,WASP-99,1,1,Transit,2014.0,5.75251,,0.0,772.3269,11.43318,2.8474206976969696,,6150.0,1.64,1.21,0.28974879610757526,,0.21,,92.05239300440226,,1.3654709689667037,2.2857879891918196,,,0.0,,0.7453593045429804,0.9998159280950366,0.249615859330091
WASP-100 b,WASP-100,2,1,Transit,2014.0,2.84938,,0.0,400.4658,14.90797,0.6659804820853976,,6900.0,1.57,0.77,-0.39728246189631344,,-0.03,,58.04856445998451,,0.6010953250941395,0.9771941011225975,,,0.0,,0.44833156394094303,0.9852259683067269,0.2248323428967463
WASP-101 b,WASP-101,1,1,Transit,2014.0,3.58572,,0.0,162.0933,16.02887,0.21687422638442813,,6380.0,1.31,1.41,0.5222668942938296,,0.2,,35.616324649897344,,1.7683783240570237,2.93258691153859,,,0.0,,0.6549476304858832,0.9999750846110607,0.2423940663616449
CoRoT-25 b,CoRoT-25,1,1,Transit,2013.0,4.86069,0.0578,0.0,85.81,12.11,0.15,1330.0,6040.0,1.19,1.09,0.13099274279218281,4.5,-0.01,F9,29.813633068832882,404.703598434164,1.142383979282481,1.9212151542070035,0.0,0.0,0.0,0.06448229124725972,0.7863482208771538,0.9993891206405656,0.26576155436446386
CoRoT-26 b,CoRoT-26,1,1,Transit,2013.0,4.20474,0.0526,0.0,165.26,14.12,0.28,1600.0,5590.0,1.79,1.09,0.13099274279218281,8.6,0.01,G5,38.316386778383844,488.6762747013808,1.1632934223025173,1.9957886436859018,0.0,0.0,0.0,0.05765903887589335,0.9255607068436607,0.9993891206405656,0.2755339027675111
MOA-bin-1L b,MOA-bin-1L,1,1,Microlensing,2012.0,,8.3,,1200.0,,,,,,0.75,-0.43728557812904983,,,,,0.005303447049231528,,,,,,,,0.9820137900379085,
HAT-P-44 b,HAT-P-44,1,2,Transit,2014.0,4.301219,0.0507,0.044,111.871,13.922,0.23,1108.0,5295.0,0.949,0.942,-0.194,7.5,0.33,,31.748701530039884,248.87660931676373,0.8098814198092882,1.4090902463083952,0.0,0.0,0.0,0.08657072085979436,0.9808469077946759,0.997321990813787,0.285594436152498
HAT-P-45 b,HAT-P-45,1,1,Transit,2014.0,3.128992,0.0452,0.049,283.492,15.984,0.38,1652.0,6330.0,1.319,1.259,0.4,2.0,0.07,,47.16780768789325,1229.4847049052296,1.5392225463769447,2.557699357324045,0.0,0.0,0.0,0.05726801261712999,0.6749687476974934,0.9998872246511907,0.2554432080648088
HAT-P-46 b,HAT-P-46,1,1,Transit,2014.0,4.463129,0.0577,0.123,156.684,14.392,0.28,1458.0,6120.0,1.396,1.284,0.391,2.5,0.3,,36.9547077923174,739.0066963669814,1.5361288770978445,2.574693108797611,0.0,0.0,0.0,0.06458497658586222,0.7567248577960277,0.999912168279002,0.2634488357203848
HAT-P-44 c,HAT-P-44,1,2,Radial Velocity,2014.0,872.2,1.752,0.494,1271.3,,,171.88578245155878,5295.0,0.949,0.942,-0.194,7.5,0.33,,,0.20841635504715034,0.8098814198092882,1.4090902463083952,0.0,0.0,,,0.9808469077946759,0.997321990813787,0.19326995992614873
HD 285507 b,HD 285507,1,1,Radial Velocity,2013.0,6.0881,0.06,0.09,311.4734,,,673.5328819214009,4503.0,0.69,0.82,-0.3016515166569917,,0.13,,,138.69026646790417,0.7394214736544391,1.341730712085302,0.0,0.0,,,0.946588425633896,0.990986701347152,0.14509614315786393
GU Psc b,GU Psc,1,1,Imaging,2014.0,,2000.0,,3591.3,14.179,6.941710166335057,1050.0,,,0.325,-1.7084082365739397,0.1,0.1,M3,178.24652185802105,4.892510564341418e-09,,,,,1.0,0.13455393894035966,,0.437823499114202,0.2575584327260661
HATS-5 b,HATS-5,1,1,Transit,2014.0,4.763387,0.0542,0.019,75.323,10.223,0.39,1025.0,5304.0,0.871,0.936,-0.268,3.6,0.19,G,30.401334422953752,183.65443775109532,0.743466074166114,1.292967042281722,0.0,0.0,0.0,0.11314640527251815,0.9796725567758509,0.9971568627943171,0.2908040659921739
bet Cnc b,bet Cnc,2,1,Radial Velocity,2014.0,605.2,1.7,0.08,2479.0,,,951.0442244723811,4092.1,47.2,1.7,2.9,1.85,-0.29,K4 III,,274.85406045822884,30.01145417751776,55.82345039596731,0.0,0.0,,,0.8326233758498747,0.6634636136428993,0.11305232302299292
mu Leo b,mu Leo,1,1,Radial Velocity,2014.0,357.8,1.1,0.09,762.8,,,644.3883057068703,4538.2,11.4,1.5,1.797,3.35,0.36,K2 III,,51.78626980763101,8.271309639897243,14.978573790952652,0.0,0.0,,,0.9537144774428281,0.9072092331385837,0.13980180482708288
bet UMi b,bet UMi,1,1,Radial Velocity,2014.0,522.3,1.4,0.19,1938.7,,,951.8587981677597,4126.0,38.3,1.4,2.73,2.95,-0.27,K4 III,,273.9958144746187,24.64101349055059,45.73649895730006,0.0,0.0,,,0.8438755716393298,0.9999724643088853,0.13750811823276837
GJ 687 b,GJ 687,1,2,Radial Velocity,2014.0,38.142,0.163,0.17,17.2,,,,,,0.4,-1.3927900303521314,,,,,1.5234729967313512,,,,,,,,0.6224593312018547,
