pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,pl_dens,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_age,st_met,st_spectype,escape_velocity,stellar_flux,hz_inner,hz_outer,in_hz,orbit_stability,is_rocky,esi,spectral_suitability,stellar_suitability,habitability_score
Kepler-6 b,Kepler-6,1,1,Transit,2009.0,3.2346996,0.04852,,212.31044,14.616536,0.4,1460.0,5647.0,1.391,1.209,0.2884920530127017,,0.34,,42.6856075896367,825.3734004348157,1.391344267186692,2.3807951137103682,0.0,0.0,0.0,0.06902961992737545,0.9111714294319927,0.9998140784855822,0.2766866238340253
Kepler-491 b,Kepler-491,1,1,Transit,2016.0,4.225384512,,,,8.92,,,5582.0,1.03,1.04,0.05961668754573131,4.47,0.37,,,,1.0718705921645124,1.839620828263334,,,0.0,,0.9274911744162472,0.9989932291799144,0.14412881999589378
Kepler-257 b,Kepler-257,1,3,Transit,2014.0,2.382667,0.034,,,2.61,,1261.7915513283344,5180.0,1.037,,,,,,,,,,,,0.0,,0.9928258579038134,,0.07942606863230507
Kepler-216 b,Kepler-216,1,2,Transit,2014.0,7.693641,0.079,,,2.35,,1072.9222758427065,6091.0,1.26,,,,,,,,,,,,0.0,,0.7675843610459832,,0.061406748883678655
Kepler-32 c,Kepler-32,1,5,Transit,2011.0,8.7522,0.09,,158.9,2.0,109.442375,417.4353488934465,3900.0,0.53,0.58,-0.8280020225297196,,0.0,,99.83089702091232,18.344799039892823,0.4138672575122858,0.7794213313974699,0.0,0.0,1.0,0.2590184195705209,0.7642281651714905,0.9088770389851438,0.38251301727877923
Kepler-259 c,Kepler-259,1,2,Transit,2014.0,36.924931,0.217,,,2.7,,532.7904483684073,5938.0,0.898,,,,,,,,,,,,0.0,,0.8224061642337682,,0.06579958132058289
Kepler-148 c,Kepler-148,1,3,Transit,2014.0,4.180043,0.05,,,3.6,,959.3191526689245,5272.0,0.851,,,,,,,,,,,,0.0,,0.983693524889382,,0.07869548199115056
Kepler-222 d,Kepler-222,1,3,Transit,2014.0,28.081912,0.18,,,3.69,,526.5277637559353,5433.0,0.869,,,,,,,,,,,,0.0,,0.9591918017973435,,0.07674657695440917
Kepler-29 c,Kepler-29,1,2,Transit,2011.0,13.28613,,0.0,4.5,2.34,1.91,,5378.0,0.732,0.761,-0.4151537013029951,,-0.44,,15.531605494306413,,0.6257030610364395,1.0842669850029918,,,0.0,,0.9687468014975299,0.9838570946252947,0.2663697406581559
Kepler-179 b,Kepler-179,1,2,Transit,2014.0,2.735926,0.036,,,1.64,,1073.7849104828783,5302.0,0.759,,,,,,,,,,,,0.0,,0.9799364507872741,,0.07839491606298193
Kepler-165 c,Kepler-165,1,2,Transit,2014.0,15.31299,0.11,,,2.23,,608.1042363040276,5211.0,0.77,,,,,,,,,,,,0.0,,0.9901552246627329,,0.07921242986749416
Kepler-228 c,Kepler-228,1,3,Transit,2014.0,4.134444,0.052,,,2.7,,1177.0037205153199,6043.0,1.014,,,,,,,,,,,,0.0,,0.7852570031586232,,0.06282056025268987
Kepler-20 c,Kepler-20,2,6,Transit,2011.0,10.8540774,0.0936,0.076,11.1,2.894,2.51,828.0,5495.0,0.9164,0.929,-0.11194500102225377,5.6,0.07,,21.93462675145486,88.20705076007944,0.8828736046933923,1.5214158081844584,0.0,0.0,0.0,0.26202014950767594,0.9470058579669858,0.9969513405697762,0.31795109237877817
Kepler-166 d,Kepler-166,1,3,Transit,2016.0,1.554003928,,,,1.73,,,5350.0,0.83,0.88,-0.19431064747440976,4.47,-0.03,,,,0.807769364678257,1.4016588606065705,,,0.0,,0.973144963058051,0.995033198349943,0.1475039209291401
Kepler-52 b,Kepler-52,1,3,Transit,2012.0,7.8773565,,,135.0,2.1,80.32069970845481,,4075.0,0.52,0.54,-0.9366218406196101,,,,89.79977728257458,,0.36248781356880433,0.6749824851612782,,,1.0,,0.826844286483795,0.8698915256370023,0.3270399497132938
Kepler-197 d,Kepler-197,2,4,Transit,2014.0,15.677563,0.119,,,1.22,,812.426629088939,6004.0,1.12,,,,,,,,,,,,1.0,,0.7993122923650509,,0.14394498338920408
K2-183 d,K2-183,1,3,Transit,2018.0,22.620344,,,,2.3,,,5482.0,0.87,,,,0.09,,,,,,,,0.0,,0.9496825049564834,,0.07597460039651868
K2-187 e,K2-187,1,4,Transit,2018.0,13.606629,,,,1.9,,,5438.0,0.83,,,,0.0,,,,,,,,0.0,,0.9582639663286285,,0.07666111730629029
K2-187 c,K2-187,1,4,Transit,2018.0,2.871512,,,,1.4,,,5438.0,0.83,,,,0.0,,,,,,,,1.0,,0.9582639663286285,,0.1566611173062903
K2-270 b,K2-270,1,2,Transit,2018.0,1.543069,0.0247,,,1.38,,1203.0,4877.0,0.77,0.85,-0.2470337599999755,,0.26,,,928.0520480314369,0.7751795666986155,1.377790417340869,0.0,0.0,1.0,,0.9966436451938474,0.9933071490757153,0.22926299205080786
Kepler-184 d,Kepler-184,1,3,Transit,2014.0,29.022358,0.179,,,2.49,,563.789605425288,5788.0,0.873,,,,,,,,,,,,0.0,,0.8711095321525246,,0.06968938077007354
Kepler-257 d,Kepler-257,1,3,Transit,2014.0,24.664551,0.16,,,4.95,,581.6571651654072,5180.0,1.037,,,,,,,,,,,,0.0,,0.9928258579038134,,0.07942620285663228
K2-280 b,K2-280,1,1,Transit,2018.0,19.89526,0.1461,0.35,37.1,7.5,0.48,787.0,5500.0,1.28,1.03,0.044930286468102744,8.96,0.33,,24.91003546096767,51.95529972883155,1.0574204882114249,1.8217759626846193,0.0,0.0,0.0,0.1692754212048573,0.9459594689067654,0.9988874639671398,0.2994539642312125
K2-381 c,K2-381,1,3,Transit,2022.0,16.034656,,,,2.0,,,4473.0,0.675,0.754,-0.4292002894557908,,-0.244,,,,0.6392441281378516,1.1619645349010044,,,0.0,,0.9401483889839362,0.9827068434300946,0.14400135015882154
Kepler-222 c,Kepler-222,1,3,Transit,2014.0,10.08881,0.091,,,4.64,,740.5200688159749,5433.0,0.869,,,,,,,,,,,,0.0,,0.9591918017973435,,0.07673534414379092
HATS-36 b,HATS-36,1,1,Transit,2018.0,4.175186,0.0523,,,12.92,,1203.0,5950.0,1.1,1.1,0.1448743980537878,,0.15,,,510.3534092964447,1.1649812520094154,1.9667894588219847,0.0,0.0,0.0,,0.8182760289835492,0.9994472213630764,0.1354233878140993
Kepler-229 b,Kepler-229,1,3,Transit,2014.0,6.252972,0.062,,,2.2,,773.833882710251,5120.0,0.728,,,,,,,,,,,,0.0,,0.9968051145430329,,0.07974440916344268
K2-222 b,K2-222,1,1,Transit,2018.0,15.38857,0.1206,0.16,8.7,2.35,3.68,871.0,5942.0,1.115,0.989,-0.016812979409872104,7.1,-0.315,,21.549823517073662,66.14429699521425,0.9674191387719142,1.6338186206899714,0.0,0.0,1.0,0.2713794642857842,0.821032979846279,0.9983245556235256,0.3898412501385055
K2-214 b,K2-214,1,1,Transit,2018.0,8.59656,,,,2.51,,1001.0,5875.0,1.236,1.03,0.044930286468102744,,0.04,,,,1.0414908763096278,1.7640526190600756,,,0.0,,0.8435476490642344,0.9988874639671398,0.13740593440283855
K2-220 b,K2-220,1,1,Transit,2018.0,13.68186,,,,2.37,,761.0,5612.0,1.026,0.91,-0.14335512687617238,,-0.05,,,,0.8474761342459092,1.4524865510462313,,,0.0,,0.9201376505205444,0.9963157601005641,0.14335311524868327
K2-216 b,K2-216,1,1,Transit,2018.0,2.1748,0.028,0.0,8.0,1.75,8.2,1103.0,4503.0,0.72,0.7,-0.72125,,0.0,K5 V,23.946607275353223,242.34492936412406,0.45613439030985864,0.8276869716703114,0.0,0.0,1.0,0.21249413425293115,0.946588425633896,0.9706877692486436,0.386174044748703
K2-212 b,K2-212,1,1,Transit,2018.0,9.795647,,,,2.65,,,4349.0,0.678,0.622,-0.7217336535821346,,,,,,0.45885503205686123,0.8401676902838561,,,0.0,,0.910120746328932,0.9381965337364114,0.13848341706786338
Kepler-166 c,Kepler-166,1,3,Transit,2014.0,34.260281,0.195,,,2.38,,465.72613499531076,5413.0,0.742,,,,,,,,,,,,0.0,,0.9628051518131241,,0.07758133178259669
K2-151 b,K2-151,2,1,Transit,2018.0,3.835476,0.0373,,,1.49,,566.0,3695.0,0.45,0.47,-1.147657497224989,,-0.19,,,51.159328937707976,0.28898431827685606,0.5518259886034518,0.0,0.0,1.0,,0.684922216309753,0.7685247834990175,0.18859102638125091
K2-295 b,K2-295,1,1,Transit,2018.0,4.024867,0.0451,0.0,106.47305,10.054473,0.612,852.0,4444.0,0.7,0.74,-0.45768898094158333,,0.14,K5 V,36.44670016795347,171.37913058500604,0.6193750462080934,1.1277484204849633,0.0,0.0,0.0,0.15145802548035742,0.9336096246448847,0.9801596942659225,0.29359155366627687
K2-282 b,K2-282,1,2,Transit,2018.0,4.169783,,,,2.5,,,5499.0,1.0,,,,-0.23,,,,,,,,0.0,,0.9461694952209211,,0.07569355961767368
K2-283 b,K2-283,1,1,Transit,2018.0,1.921036,0.0291,,,3.52,,1186.0,5060.0,0.82,0.89,-0.17713497674280526,,0.28,,,785.378567173842,0.8337891170999238,1.4678624112297316,0.0,0.0,0.0,,0.9992003199146837,0.9955037268390589,0.1496212864719088
K2-281 b,K2-281,1,1,Transit,2018.0,8.687721,0.0773,,,8.18,,665.0,4812.0,0.76,0.82,-0.3016515166569917,,0.22,,,83.55828073356356,0.7299092439194931,1.3018540733555977,0.0,0.0,0.0,,0.9921765415865171,0.990986701347152,0.1487431924547265
K2-387 b,K2-387,1,1,Transit,2022.0,28.735327,,,,7.322,,,3572.0,0.585,0.57,-0.8544380051462802,,0.126,,,,0.4071941026885439,0.7843036942479712,,,0.0,,0.6356215118135469,0.9002495108803148,0.11386718670670579
Kepler-197 b,Kepler-197,2,4,Transit,2014.0,5.599308,0.06,,,1.02,,1144.1474722159228,6004.0,1.12,,,,,,,,,,,,1.0,,0.7993122923650509,,0.14394498338920408
K2-156 b,K2-156,1,1,Transit,2018.0,0.813143,,,,1.1,,,4460.0,0.62,,,,-0.33,,,,,,,,1.0,,0.9372548956126777,,0.15498039164901423
K2-157 b,K2-157,1,3,Transit,2018.0,0.3652575,0.00962,,1.14,0.935,7.7,2432.0,5334.0,0.86,0.89,-0.17713497674280526,8.8,0.02,G9 V,12.367008033495196,7186.457791811079,0.8244413199056556,1.4316984924714669,0.0,0.0,1.0,0.09251232359327956,0.9755145318359165,0.9955037268390589,0.36622884025047414
K2-158 b,K2-158,1,2,Transit,2018.0,10.06049,0.0887,,,2.64,,794.0,5503.0,0.95,0.92,-0.12674260429055653,,0.07,,,94.93145909982054,0.867677247030535,1.4946662079458741,0.0,0.0,0.0,,0.9453271487711484,0.9966651926925867,0.14539273539017294
K2-244 b,K2-244,1,1,Transit,2018.0,21.06884,0.1418,,,1.75,,638.0,5677.0,0.92,0.86,-0.22925542064751298,,-0.29,,,29.335406976646297,0.7656548566286236,1.308357734550896,0.0,0.0,0.0,,0.9031642134482266,0.9939401985084158,0.1418289515796017
Kepler-108 c,Kepler-108,2,2,Transit,2014.0,190.323494,0.721,,,8.18,,450.2080916501771,5854.0,2.192,,,,,,,,,,,,0.0,,0.8503814867657628,,0.06931001136969027
K2-159 b,K2-159,1,1,Transit,2018.0,12.42205,0.1013,,,2.26,,684.0,5425.0,0.83,0.9,-0.16015121696236292,,-0.07,,,67.39534367914297,0.8375974778875761,1.4481887428147937,0.0,0.0,0.0,,0.9606560054411076,0.995929862284104,0.14656757079903499
K2-160 b,K2-160,1,1,Transit,2018.0,3.705871,,,,3.17824034,,,5649.0,0.913754,0.982829,-0.026327130983237523,,0.07,,,,0.9682551289594858,1.656675783233952,,,0.0,,0.9106467458120289,0.9982180971918205,0.14272700646838976
K2-161 b,K2-161,1,1,Transit,2018.0,9.283188,,,,6.11721229,,,4972.0,2.568173,0.986876,-0.02008094402106639,,-0.03,,,,1.0026870801376906,1.7732568990503899,,,0.0,,0.9998257929535878,0.9982886501192111,0.1498662689446318
K2-162 b,K2-162,1,1,Transit,2018.0,9.45889,0.0795,,,1.44,,631.0,4842.0,0.69,0.75,-0.43728557812904983,,-0.17,,,57.80696447475338,0.6236041674266692,1.1104571337453568,0.0,0.0,1.0,,0.9944678037155036,0.9820137900379085,0.22829839084739928
K2-163 b,K2-163,1,1,Transit,2018.0,6.673117,,,,2.46610713,,,4937.0,0.762201,0.826112,-0.2903637424948592,,0.14,,,,0.7356218149685199,1.3033380856870342,,,0.0,,0.9991183888476703,0.9915165631806808,0.14933563053046128
K2-165 b,K2-165,1,3,Transit,2018.0,2.354992,,,,1.27443657,,,5185.0,0.803827,0.834847,-0.2743758819205516,,-0.05,,,,0.7416455378991935,1.2974084847567533,,,1.0,,0.9924232934980745,0.9922206289673561,0.22884930750756088
K2-165 c,K2-165,1,3,Transit,2018.0,4.382745,,,,1.55409035,,,5185.0,0.803827,0.834847,-0.2743758819205516,,-0.05,,,,0.7416455378991935,1.2974084847567533,,,1.0,,0.9924232934980745,0.9922206289673561,0.22884930750756088
K2-165 d,K2-165,1,3,Transit,2018.0,14.101361,,,,2.64809498,,,5185.0,0.803827,0.834847,-0.2743758819205516,,-0.05,,,,0.7416455378991935,1.2974084847567533,,,0.0,,0.9924232934980745,0.9922206289673561,0.1488493075075609
Kepler-477 b,Kepler-477,2,1,Transit,2016.0,11.11990653,,,,2.07,,,5240.0,0.79,0.87,-0.2116826158348352,2.09,-0.04,,,,0.7953543643651845,1.3875642500209187,,,0.0,,0.9872815715902905,0.9945137011005495,0.1485984848042617
Kepler-108 b,Kepler-108,2,2,Transit,2014.0,49.183921,0.292,,,8.65,,707.4398224386665,5854.0,2.192,,,,,,,,,,,,0.0,,0.8503814867657628,,0.06803051894149466
EPIC 201595106 b,EPIC 201595106,1,2,Transit,2021.0,0.87724,0.0177,0.0,7.67,1.565,11.1,2038.0,5679.0,0.98,0.958,-0.04915,6.0,0.01,,24.794681486801736,2850.384628382732,0.9419993051907771,1.609550359656303,0.0,0.0,1.0,0.09776534968758831,0.9026200704671432,0.997717047146497,0.3616028688751439
K2-166 b,K2-166,1,2,Transit,2018.0,8.52695,0.0858,,,2.19,,1140.0,5960.0,1.61,1.16,0.2256029622942146,,0.09,,,228.3643918147863,1.2779356524595944,2.15655452596226,0.0,0.0,0.0,,0.8148102621687294,0.9996965529699712,0.13516357968139636
K2-175 b,K2-175,1,1,Transit,2018.0,9.525988,,,,2.03803688,,,5909.0,1.420038,1.094693,0.13752319350991712,,0.05,,,,1.1570664244362718,1.9569039026884592,,,0.0,,0.8322536640111634,0.9994171105774733,0.13653949086131623
K2-176 b,K2-176,1,1,Transit,2018.0,5.329439,,,,1.49090097,,,5428.0,0.86416,0.938545,-0.09640714866619791,,0.15,,,,0.901268506122534,1.5580517164099374,,,1.0,,0.9601098676925641,0.9972281096069836,0.22661475708789397
K2-177 b,K2-177,1,1,Transit,2018.0,14.155185,,,,2.1162048,,,6063.0,1.213565,1.210525,0.29040817051850776,,0.41,,,,1.3712617670686185,2.303883901139128,,,0.0,,0.7779412885638531,0.9998168917637421,0.13222248550857021
K2-178 b,K2-178,1,1,Transit,2018.0,8.747818,,,,3.55790985,,,5525.0,0.887267,0.95109,-0.07622434604093234,,0.09,,,,0.9188155736821718,1.5811254838843185,,,0.0,,0.9405880633643421,0.9975541165193392,0.1450758332255011
Kepler-9 d,Kepler-9,1,3,Transit,2010.0,1.592851,0.0273,,,1.64,,2026.0,5777.0,1.02,1.07,0.10284322189823383,1.0,0.12,,,1700.270139895161,1.117703882833394,1.9013602743697438,0.0,0.0,0.0,,0.8744483924886194,0.9992539711661633,0.139903649380721
K2-183 b,K2-183,1,3,Transit,2018.0,0.469285,,,,1.1,,,5482.0,0.87,,,,0.09,,,,,,,,1.0,,0.9496825049564834,,0.15597460039651867
K2-185 b,K2-185,1,2,Transit,2018.0,10.616384,,,,1.15,,809.0,5788.0,0.94,0.96,-0.06205068436151063,,-0.1,,,,0.9240320763933826,1.5711288083946922,,,1.0,,0.8711095321525246,0.9977621514787236,0.21953211317571264
K2-185 c,K2-185,1,2,Transit,2018.0,52.713494,,,,2.39,,477.0,5788.0,0.94,0.96,-0.06205068436151063,,-0.1,,,,0.9240320763933826,1.5711288083946922,,,0.0,,0.8711095321525246,0.9977621514787236,0.13982394227393252
K2-263 b,K2-263,1,1,Transit,2018.0,50.818947,0.2573,0.15,14.9,2.41,5.8,470.0,5368.0,0.85,0.88,-0.19431064747440976,7.0,-0.08,,27.84855308115114,9.656278437758587,0.8071745441209764,1.3994090700810036,0.0,0.0,1.0,0.5112261013744386,0.9703541003213801,0.995033198349943,0.44996359462800434
K2-186 b,K2-186,1,1,Transit,2018.0,41.474219,,,,3.17207779,,,5784.0,0.98083,1.018617,0.028038219893377528,,0.06,,,,1.0251834476282762,1.7434267370301242,,,0.0,,0.8723276133733361,0.9987535020199567,0.13969895421126388
K2-341 b,K2-341,1,1,Transit,2021.0,36.552551,,,,3.21,,598.0,5817.0,1.16,0.98,-0.030708735076268038,,-0.05,,,,0.9568639161650884,1.6248590631443642,,,0.0,,0.8621457932761668,0.9981670610575072,0.13884338845556418
K2-187 b,K2-187,1,4,Transit,2018.0,0.77401,,,,1.2,,,5438.0,0.83,,,,0.0,,,,,,,,1.0,,0.9582639663286285,,0.1566611173062903
K2-188 b,K2-188,1,2,Transit,2018.0,1.742169,0.0289,,,1.35,,1692.0,5977.0,1.19,1.06,0.08857052842669588,,-0.01,,,1468.164919959983,1.0906783892103429,1.839205419180926,0.0,0.0,1.0,,0.8088696048615,0.9991755753136017,0.2146518586608721
K2-189 b,K2-189,1,2,Transit,2018.0,2.58812,,,,1.403,,1203.0,5442.0,0.879,0.85,-0.2470337599999755,,-0.1,,,,0.7573431382250045,1.3083709518752358,,,1.0,,0.9575146840502413,0.9933071490757153,0.2261326751593194
K2-190 c,K2-190,1,2,Transit,2018.0,21.574023,,,,1.09308317,,,5631.0,0.912206,0.904597,-0.1524069990775345,,-0.19,,,,0.8380439584024068,1.4350676546346346,,,1.0,,0.9153212135765374,0.9961120200829264,0.22295353849192784
K2-195 c,K2-195,1,2,Transit,2018.0,28.482786,,,,2.57581891,,,5712.0,0.906367,0.963364,-0.056733554120953586,,-0.09,,,,0.9325644319248052,1.591049158795395,,,0.0,,0.8934595451662067,0.9978360203554274,0.14132528503817646
K2-196 b,K2-196,1,1,Transit,2018.0,48.324222,,,,3.59970536,,,6045.0,1.538801,1.162095,0.22834571412183155,,0.01,,,,1.2776200733464698,2.148193370530388,,,0.0,,0.7845286226805064,0.9997028421865822,0.13274148876750128
Kepler-42 b,Kepler-42,1,3,Transit,2011.0,1.2137672,0.0116,,,0.78,,519.0,3068.0,0.17,0.13,-2.62,4.5,-0.33,M,,17.82723631851583,0.05452786113756375,0.10913321042553893,0.0,0.0,1.0,,0.43627958113719445,0.09975048911968518,0.12190415696653195
K2-201 b,K2-201,1,2,Transit,2018.0,1.05979,,,,1.40006712,,,5507.0,0.878161,0.956055,-0.06830993008490673,,0.13,,,,0.9279056078626656,1.5981156626586617,,,1.0,,0.9444788359194438,0.9976723134457609,0.2253953688147588
K2-201 c,K2-201,1,2,Transit,2018.0,22.779878,,,,3.28568401,,,5507.0,0.878161,0.956055,-0.06830993008490673,,0.13,,,,0.9279056078626656,1.5981156626586617,,,0.0,,0.9444788359194438,0.9976723134457609,0.14539536881475879
K2-202 b,K2-202,1,1,Transit,2018.0,3.405164,,,,2.30165603,,,5491.0,0.910685,0.971461,-0.0440112042241364,,0.27,,,,0.9548523176069547,1.6457633429862188,,,0.0,,0.9478362198199198,0.998003995803953,0.1456871772918703
K2-381 b,K2-381,1,3,Transit,2022.0,7.9389334,,,,1.075,,,4473.0,0.675,0.754,-0.4292002894557908,,-0.244,,,,0.6392441281378516,1.1619645349010044,,,1.0,,0.9401483889839362,0.9827068434300946,0.22400135015882155
K2-381 d,K2-381,1,3,Transit,2022.0,26.803023,,,,1.689,,,4473.0,0.675,0.754,-0.4292002894557908,,-0.244,,,,0.6392441281378516,1.1619645349010044,,,0.0,,0.9401483889839362,0.9827068434300946,0.14400135015882154
K2-382 b,K2-382,1,1,Transit,2022.0,21.700156,,,,2.072,,,5452.0,0.811,0.922,-0.12344177631229726,,-0.027,,,,0.8727934452250529,1.507104567359514,,,0.0,,0.9556143098746492,0.9967310104383614,0.14622031552065726
K2-383 b,K2-383,1,1,Transit,2022.0,1.865962,,,,1.564,,,5129.0,0.804,1.061,0.09000384365469222,,0.187,,,,1.1308065897925201,1.983771382647206,,,1.0,,0.9963088291813023,0.9991837717806398,0.229647570359149
K2-203 b,K2-203,1,1,Transit,2018.0,9.6952,0.0824,0.23,,1.26549392,,738.4,5026.0,0.765,0.793,-0.47237,6.9,-0.021,,,49.633577169295044,0.5943598333926553,1.0481858270757918,0.0,0.0,1.0,,0.9998497890605708,0.9882257939832028,0.22916378870367443
K2-204 b,K2-204,1,1,Transit,2018.0,7.055908,0.0738,0.28,,3.17214154,,1148.0,5783.0,1.253,1.076,0.19866,6.5,0.21,,,290.0996977734724,1.2477569529218604,2.122029743993391,0.0,0.0,0.0,,0.8726314301281735,0.9992973859779583,0.13976133142871094
K2-205 b,K2-205,1,1,Transit,2018.0,26.672263,,,,1.99552771,,,5890.0,1.077574,0.951027,-0.0763250358862938,,-0.26,,,,0.9052443635672112,1.5322756504130421,,,0.0,,0.8385993475889534,0.9975525788996944,0.13691662833009488
K2-206 b,K2-206,1,1,Transit,2018.0,18.294549,,,,2.79522879,,,5043.0,0.758046,0.789481,-0.3593041110875836,,-0.14,,,,0.6765142338889266,1.192024727258376,,,0.0,,0.9995891955143901,0.987809224171217,0.1491137813331364
K2-207 b,K2-207,1,1,Transit,2018.0,12.48749,,,,2.60585269,,,5522.0,0.928158,0.941851,-0.09106228872407783,,0.11,,,,0.9033632184078445,1.5547529025135094,,,0.0,,0.9412448230150238,0.9973180083156487,0.14511184642329733
K2-208 b,K2-208,1,1,Transit,2018.0,4.19097,0.04878,0.37,,1.67462172,,1122.0,5500.0,0.872,0.881,-0.20135,6.1,-0.064,,,264.3421439606577,0.7963565888546821,1.37200225215506,0.0,0.0,0.0,,0.9459594689067654,0.9950823758206397,0.14533252381998601
K2-209 b,K2-209,1,1,Transit,2018.0,2.080615,,,,0.86850263,,,4720.0,0.712365,0.74479,-0.44788157080578406,,-0.06,,,,0.6191871386720782,1.1099196874422397,,,1.0,,0.9827286671445883,0.9810700771175692,0.22729319876979692
K2-210 b,K2-210,1,1,Transit,2018.0,0.57023,,,,0.86,,,5500.0,0.89,,,,0.0,,,,,,,,1.0,,0.9459594689067654,,0.15567675751254123
K2-211 b,K2-211,1,1,Transit,2018.0,0.669561,0.01419,0.19,,1.33162691,,1873.0,5117.0,0.818,0.851,-0.383,6.5,0.134,,,2056.0572777270245,0.6562984607123703,1.152042555243888,0.0,0.0,1.0,,0.9969626221939075,0.993373302750337,0.2292931409680362
K2-213 b,K2-213,1,1,Transit,2018.0,8.13087,,,,1.51398464,,,5794.0,1.20424,1.069596,0.10226919539537116,,0.25,,,,1.1161996337433744,1.8973640633186133,,,1.0,,0.8692740083257313,0.9992509533754358,0.21948948740233903
K2-215 b,K2-215,1,1,Transit,2018.0,8.269648,,,,2.12381238,,,5704.0,0.974398,0.999987,-1.976052737034977e-05,,0.11,,,,0.995809537422898,1.6995660720727397,,,0.0,,0.8957115139500602,0.9984986228699024,0.14155182471689798
K2-217 b,K2-217,1,1,Transit,2018.0,14.074524,,,,3.57854073,,,5967.0,1.333718,1.102661,0.14854705001880603,,0.04,,,,1.1691200333767495,1.9723297623051883,,,0.0,,0.8123714801590295,0.9994617290047161,0.1349520394430525
K2-218 b,K2-218,1,1,Transit,2018.0,8.679885,,,,2.56948149,,,5757.0,1.008231,1.047488,0.07052169739505283,,0.25,,,,1.077746570935398,1.8350273440585978,,,0.0,,0.880430556667802,0.9990657949849768,0.14036905018237256
K2-219 b,K2-219,1,3,Transit,2018.0,3.901287,,,,1.34762583,,,5753.0,1.189232,1.021545,0.032401258619006376,,0.13,,,,1.031636237534373,1.756832271553677,,,1.0,,0.8816130835554857,0.9987894267927466,0.22044430655993114
K2-219 c,K2-219,1,3,Transit,2018.0,6.66767,,,,1.43839723,,,5753.0,1.189232,1.021545,0.032401258619006376,,0.13,,,,1.031636237534373,1.756832271553677,,,1.0,,0.8816130835554857,0.9987894267927466,0.22044430655993114
K2-219 d,K2-219,1,3,Transit,2018.0,11.137278,,,,2.57634456,,,5753.0,1.189232,1.021545,0.032401258619006376,,0.13,,,,1.031636237534373,1.756832271553677,,,0.0,,0.8816130835554857,0.9987894267927466,0.14044430655993112
K2-221 b,K2-221,1,1,Transit,2018.0,2.399094,,,,1.67890272,,,5716.0,0.947599,1.010842,0.016391474225241145,,0.13,,,,1.0143109338748875,1.7302044958165013,,,0.0,,0.8923261666532809,0.9986528554204026,0.14129179321169066
K2-223 b,K2-223,1,2,Transit,2018.0,0.50557,,,,0.89,,,5859.0,1.0,,,,0.19,,,,,,,,1.0,,0.8487644666882209,,0.14790115733505768
K2-223 c,K2-223,1,2,Transit,2018.0,4.562546,,,,1.5,,,5859.0,1.0,,,,0.19,,,,,,,,1.0,,0.8487644666882209,,0.14790115733505768
K2-224 b,K2-224,1,2,Transit,2018.0,4.47904,0.0516,,,1.56,,1002.0,5620.0,0.84,0.91,-0.14335512687617238,,-0.19,,,269.98862671675727,0.8472010928209179,1.4514810716013924,0.0,0.0,1.0,,0.918124549964407,0.9963157601005641,0.22319206720419205
K2-224 c,K2-224,1,2,Transit,2018.0,10.09489,0.0886,,,2.41,,764.0,5620.0,0.84,0.91,-0.14335512687617238,,-0.19,,,91.57510585416604,0.8472010928209179,1.4514810716013924,0.0,0.0,0.0,,0.918124549964407,0.9963157601005641,0.1431920672041922
K2-225 b,K2-225,1,1,Transit,2018.0,15.8723,0.1409,0.23,,3.60929179,,923.0,5520.0,1.7,1.482,0.38202,0.0121,0.486,,,121.39422134641703,1.5575389017350905,2.680887249254786,0.0,0.0,0.0,,0.9416808249017045,0.9350056441748892,0.1407848610843786
K2-226 b,K2-226,1,1,Transit,2018.0,3.27109,0.04095,0.22,,1.53899305,,1187.0,5288.0,0.889,0.856,-0.25337,9.6,-0.05,,,332.7531595025354,0.7565909309268574,1.3168228418638823,0.0,0.0,1.0,,0.9817368304265364,0.9936944527126641,0.2280975581240094
K2-227 b,K2-227,1,1,Transit,2018.0,13.621832,,,,1.66551298,,,5673.0,0.890666,0.950811,-0.07667030885878734,,-0.1,,,,0.9128426931250303,1.5601573729399199,,,0.0,,0.9042486610427874,0.9975472997367015,0.14216820386499213
K2-228 b,K2-228,1,1,Transit,2018.0,2.69828,0.0338,,,1.21,,914.0,4715.0,0.65,0.71,-0.5205957794832365,,-0.25,,,263.979875658006,0.569581176209178,1.021279778122968,0.0,0.0,1.0,,0.9821119255343637,0.973403006423134,0.2267071644923685
K2-229 b,K2-229,1,2,Transit,2018.0,0.584216,,,,1.0,,,5315.0,0.79,,,,-0.09,,,,,,,,1.0,,0.9781913242622374,,0.158255305940979
K2-229 c,K2-229,1,2,Transit,2018.0,8.32727,0.0769,,,2.03,,750.0,5315.0,0.79,0.87,-0.2116826158348352,,-0.09,,,103.86391880080262,0.7929102200360374,1.378215843826505,0.0,0.0,0.0,,0.9781913242622374,0.9945137011005495,0.14787126501801845
K2-230 b,K2-230,1,1,Transit,2018.0,2.86041,0.0409,,,1.96,,1529.0,5945.0,1.39,1.11,0.1586304257533012,,0.1,,,861.3582342087715,1.183815679670466,1.9990188620881912,0.0,0.0,0.0,,0.8200007697539087,0.9994997988929205,0.13556504750281714
