pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,pl_dens,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_age,st_met,st_spectype,escape_velocity,stellar_flux,hz_inner,hz_outer,in_hz,orbit_stability,is_rocky,esi,spectral_suitability,stellar_suitability,habitability_score,phl_esi,phl_habitable,phl_hz_con,phl_hz_opt,phl_flux,phl_type,phl_type_temp
Kepler-6 b,Kepler-6,1,1,Transit,2009.0,3.2346996,0.04852,,212.31044,14.616536,0.4,1460.0,5647.0,1.391,1.209,0.2884920530127017,,0.34,,42.6856075896367,825.3734004348157,1.391344267186692,2.380795113710368,0.0,0.0,0.0,0.0690296199273754,0.9111714294319928,0.9998140784855822,0.2766866238340253,0.063465396,0.0,0.0,0.0,656.38465,Jovian,Hot
Kepler-491 b,Kepler-491,1,1,Transit,2016.0,4.225384512,,,,8.92,,,5582.0,1.03,1.04,0.0596166875457313,4.47,0.37,,,,1.0718705921645124,1.839620828263334,,,0.0,0.098514734,0.9274911744162472,0.9989932291799144,0.1441288199958937,0.098514734,0.0,0.0,0.0,329.38256,Jovian,Hot
Kepler-257 b,Kepler-257,1,3,Transit,2014.0,2.382667,0.034,,,2.61,,1261.7915513283344,5180.0,1.037,,,,,,,,,,,,0.0,0.2293118,0.9928258579038134,,0.079426068632305,0.2293118,0.0,0.0,0.0,362.27817,Neptunian,Hot
Kepler-216 b,Kepler-216,1,2,Transit,2014.0,7.693641,0.079,,,2.35,,1072.9222758427063,6091.0,1.26,,,,,,,,,,,,0.0,0.24011457,0.7675843610459832,,0.0614067488836786,0.24011457,0.0,0.0,0.0,528.13606,Superterran,Hot
Kepler-32 c,Kepler-32,1,5,Transit,2011.0,8.7522,0.09,,158.9,2.0,109.442375,417.4353488934465,3900.0,0.53,0.58,-0.8280020225297196,,0.0,,99.83089702091232,18.344799039892823,0.4138672575122858,0.7794213313974699,0.0,0.0,1.0,0.2590184195705209,0.7642281651714905,0.9088770389851438,0.3825130172787792,0.43503772,0.0,0.0,0.0,6.3025309,Superterran,Hot
Kepler-259 c,Kepler-259,1,2,Transit,2014.0,36.924931,0.217,,,2.7,,532.7904483684073,5938.0,0.898,,,,,,,,,,,,0.0,0.3015099,0.8224061642337682,,0.0657995813205828,0.3015099,0.0,0.0,0.0,14.930712,Neptunian,Hot
Kepler-148 c,Kepler-148,1,3,Transit,2014.0,4.180043,0.05,,,3.6,,959.3191526689244,5272.0,0.851,,,,,,,,,,,,0.0,0.19513816,0.983693524889382,,0.0786954819911505,0.19513816,0.0,0.0,0.0,165.59987,Neptunian,Hot
Kepler-222 d,Kepler-222,1,3,Transit,2014.0,28.081912,0.18,,,3.69,,526.5277637559353,5433.0,0.869,,,,,,,,,,,,0.0,0.26422929,0.9591918017973436,,0.0767465769544091,0.26422929,0.0,0.0,0.0,14.172778,Neptunian,Hot
Kepler-29 c,Kepler-29,1,2,Transit,2011.0,13.28613,,0.0,4.5,2.34,1.91,,5378.0,0.732,0.761,-0.4151537013029951,,-0.44,,15.531605494306412,,0.6257030610364395,1.0842669850029918,,,0.0,0.26803583,0.96874680149753,0.9838570946252948,0.2663697406581559,0.26803583,0.0,0.0,0.0,42.711115,Superterran,Hot
Kepler-179 b,Kepler-179,1,2,Transit,2014.0,2.735926,0.036,,,1.64,,1073.7849104828783,5302.0,0.759,,,,,,,,,,,,0.0,0.27578142,0.979936450787274,,0.0783949160629819,0.27578142,0.0,0.0,0.0,406.81316,Superterran,Hot
Kepler-165 c,Kepler-165,1,2,Transit,2014.0,15.31299,0.11,,,2.23,,608.1042363040276,5211.0,0.77,,,,,,,,,,,,0.0,0.28891573,0.9901552246627328,,0.0792124298674941,0.28891573,0.0,0.0,0.0,27.874984,Superterran,Hot
Kepler-228 c,Kepler-228,1,3,Transit,2014.0,4.134444,0.052,,,2.7,,1177.00372051532,6043.0,1.014,,,,,,,,,,,,0.0,0.22451262,0.7852570031586232,,0.0628205602526898,0.22451262,0.0,0.0,0.0,477.52192,Neptunian,Hot
Kepler-20 c,Kepler-20,2,6,Transit,2011.0,10.8540774,0.0936,0.076,11.1,2.894,2.51,828.0,5495.0,0.9164,0.929,-0.1119450010222537,5.6,0.07,,21.93462675145486,88.20705076007944,0.8828736046933923,1.5214158081844584,0.0,0.0,0.0,0.2620201495076759,0.9470058579669858,0.9969513405697762,0.3179510923787781,0.22968739,0.0,0.0,0.0,78.28998,Neptunian,Hot
Kepler-166 d,Kepler-166,1,3,Transit,2016.0,1.554003928,,,,1.73,,,5350.0,0.83,0.88,-0.1943106474744097,4.47,-0.03,,,,0.807769364678257,1.4016588606065703,,,0.0,0.27005288,0.973144963058051,0.995033198349943,0.1475039209291401,0.27005288,0.0,0.0,0.0,680.97283,Superterran,Hot
Kepler-52 b,Kepler-52,1,3,Transit,2012.0,7.8773565,,,135.0,2.1,80.32069970845481,,4075.0,0.52,0.54,-0.93662184061961,,,,89.79977728257458,,0.3624878135688043,0.6749824851612782,,,1.0,0.30097127,0.826844286483795,0.8698915256370023,0.3270399497132938,0.30097127,0.0,0.0,0.0,24.872597,Superterran,Hot
Kepler-197 d,Kepler-197,2,4,Transit,2014.0,15.677563,0.119,,,1.22,,812.426629088939,6004.0,1.12,,,,,,,,,,,,1.0,0.30127592,0.7993122923650509,,0.143944983389204,0.30127592,0.0,0.0,0.0,117.78815,Terran,Hot
K2-183 d,K2-183,1,3,Transit,2018.0,22.620344,,,,2.3,,,5482.0,0.87,,,,0.09,,,,,,,,0.0,0.28067185,0.9496825049564834,,0.0759746003965186,0.28067185,0.0,0.0,0.0,31.212024,Superterran,Hot
K2-187 e,K2-187,1,4,Transit,2018.0,13.606629,,,,1.9,,,5438.0,0.83,,,,0.0,,,,,,,,0.0,0.28585124,0.9582639663286284,,0.0766611173062902,0.28585124,0.0,0.0,0.0,50.406872,Superterran,Hot
K2-187 c,K2-187,1,4,Transit,2018.0,2.871512,,,,1.4,,,5438.0,0.83,,,,0.0,,,,,,,,1.0,0.28660716,0.9582639663286284,,0.1566611173062903,0.28660716,0.0,0.0,0.0,401.26185,Terran,Hot
K2-270 b,K2-270,1,2,Transit,2018.0,1.543069,0.0247,,,1.38,,1203.0,4877.0,0.77,0.85,-0.2470337599999755,,0.26,,,928.0520480314368,0.7751795666986155,1.377790417340869,0.0,0.0,1.0,0.28700926,0.9966436451938474,0.9933071490757152,0.2292629920508078,0.28700926,0.0,0.0,0.0,453.53008,Terran,Hot
Kepler-184 d,Kepler-184,1,3,Transit,2014.0,29.022358,0.179,,,2.49,,563.789605425288,5788.0,0.873,,,,,,,,,,,,0.0,0.29696527,0.8711095321525246,,0.0696893807700735,0.29696527,0.0,0.0,0.0,18.590623,Superterran,Hot
Kepler-257 d,Kepler-257,1,3,Transit,2014.0,24.664551,0.16,,,4.95,,581.6571651654072,5180.0,1.037,,,,,,,,,,,,0.0,0.2178347,0.9928258579038134,,0.0794262028566322,0.2178347,0.0,0.0,0.0,16.359124,Neptunian,Hot
K2-280 b,K2-280,1,1,Transit,2018.0,19.89526,0.1461,0.35,37.1,7.5,0.48,787.0,5500.0,1.28,1.03,0.0449302864681027,8.96,0.33,,24.91003546096767,51.95529972883155,1.0574204882114249,1.8217759626846195,0.0,0.0,0.0,0.1692754212048573,0.9459594689067654,0.9988874639671398,0.2994539642312125,0.12579262,0.0,0.0,0.0,69.036061,Neptunian,Hot
K2-381 c,K2-381,1,3,Transit,2022.0,16.034656,,,,2.0,,,4473.0,0.675,0.754,-0.4292002894557908,,-0.244,,,,0.6392441281378516,1.1619645349010044,,,0.0,0.3418341,0.9401483889839362,0.9827068434300946,0.1440013501588215,0.3418341,0.0,0.0,0.0,14.273389,Superterran,Hot
Kepler-222 c,Kepler-222,1,3,Transit,2014.0,10.08881,0.091,,,4.64,,740.5200688159749,5433.0,0.869,,,,,,,,,,,,0.0,0.17935184,0.9591918017973436,,0.0767353441437909,0.17935184,0.0,0.0,0.0,55.452,Neptunian,Hot
HATS-36 b,HATS-36,1,1,Transit,2018.0,4.175186,0.0523,,,12.92,,1203.0,5950.0,1.1,1.1,0.1448743980537878,,0.15,,,510.3534092964447,1.1649812520094154,1.9667894588219847,0.0,0.0,0.0,0.07083995,0.8182760289835492,0.9994472213630764,0.1354233878140993,0.07083995,0.0,0.0,0.0,603.12033,Jovian,Hot
Kepler-229 b,Kepler-229,1,3,Transit,2014.0,6.252972,0.062,,,2.2,,773.833882710251,5120.0,0.728,,,,,,,,,,,,0.0,0.26211915,0.9968051145430328,,0.0797444091634426,0.26211915,0.0,0.0,0.0,75.373142,Superterran,Hot
K2-222 b,K2-222,1,1,Transit,2018.0,15.38857,0.1206,0.16,8.7,2.35,3.68,871.0,5942.0,1.115,0.989,-0.0168129794098721,7.1,-0.315,,21.549823517073666,66.14429699521425,0.9674191387719142,1.6338186206899714,0.0,0.0,1.0,0.2713794642857842,0.821032979846279,0.9983245556235256,0.3898412501385055,0.2511495,0.0,0.0,0.0,95.926091,Superterran,Hot
K2-214 b,K2-214,1,1,Transit,2018.0,8.59656,,,,2.51,,1001.0,5875.0,1.236,1.03,0.0449302864681027,,0.04,,,,1.0414908763096278,1.7640526190600756,,,0.0,0.23965389,0.8435476490642344,0.9988874639671398,0.1374059344028385,0.23965389,0.0,0.0,0.0,225.77087,Superterran,Hot
K2-220 b,K2-220,1,1,Transit,2018.0,13.68186,,,,2.37,,761.0,5612.0,1.026,0.91,-0.1433551268761723,,-0.05,,,,0.8474761342459092,1.4524865510462313,,,0.0,0.25382276,0.9201376505205444,0.996315760100564,0.1433531152486832,0.25382276,0.0,0.0,0.0,71.295456,Superterran,Hot
K2-216 b,K2-216,1,1,Transit,2018.0,2.1748,0.028,0.0,8.0,1.75,8.2,1103.0,4503.0,0.72,0.7,-0.72125,,0.0,K5 V,23.946607275353223,242.34492936412408,0.4561343903098586,0.8276869716703114,0.0,0.0,1.0,0.2124941342529311,0.946588425633896,0.9706877692486436,0.386174044748703,0.27266945,0.0,0.0,0.0,242.48447,Superterran,Hot
K2-212 b,K2-212,1,1,Transit,2018.0,9.795647,,,,2.65,,,4349.0,0.678,0.622,-0.7217336535821346,,,,,,0.4588550320568612,0.8401676902838561,,,0.0,0.28492774,0.910120746328932,0.9381965337364114,0.1384834170678633,0.28492774,0.0,0.0,0.0,19.964603,Neptunian,Hot
Kepler-166 c,Kepler-166,1,3,Transit,2014.0,34.260281,0.195,,,2.38,,465.7261349953108,5413.0,0.742,,,,,,,,,,,,0.0,0.34527362,0.962805151813124,,0.0775813317825966,0.34527362,0.0,0.0,0.0,10.837542,Superterran,Hot
K2-151 b,K2-151,2,1,Transit,2018.0,3.835476,0.0373,,,1.49,,566.0,3695.0,0.45,0.47,-1.147657497224989,,-0.19,,,51.159328937707976,0.288984318276856,0.5518259886034518,0.0,0.0,1.0,0.34491162,0.684922216309753,0.7685247834990175,0.1885910263812509,0.34491162,0.0,0.0,0.0,20.117886,Terran,Hot
K2-295 b,K2-295,1,1,Transit,2018.0,4.024867,0.0451,0.0,106.47305,10.054473,0.612,852.0,4444.0,0.7,0.74,-0.4576889809415833,,0.14,K5 V,36.44670016795347,171.37913058500604,0.6193750462080934,1.1277484204849633,0.0,0.0,0.0,0.1514580254803574,0.9336096246448848,0.9801596942659224,0.2935915536662768,0.097378955,0.0,0.0,0.0,94.546818,Jovian,Hot
K2-282 b,K2-282,1,2,Transit,2018.0,4.169783,,,,2.5,,,5499.0,1.0,,,,-0.23,,,,,,,,0.0,0.23597586,0.9461694952209212,,0.0756935596176736,0.23597586,0.0,0.0,0.0,244.79295,Superterran,Hot
K2-283 b,K2-283,1,1,Transit,2018.0,1.921036,0.0291,,,3.52,,1186.0,5060.0,0.82,0.89,-0.1771349767428052,,0.28,,,785.378567173842,0.8337891170999238,1.4678624112297316,0.0,0.0,0.0,0.19390612,0.9992003199146836,0.9955037268390587,0.1496212864719088,0.19390612,0.0,0.0,0.0,353.35726,Neptunian,Hot
K2-281 b,K2-281,1,1,Transit,2018.0,8.687721,0.0773,,,8.18,,665.0,4812.0,0.76,0.82,-0.3016515166569917,,0.22,,,83.55828073356356,0.7299092439194931,1.3018540733555977,0.0,0.0,0.0,0.13077256,0.9921765415865172,0.990986701347152,0.1487431924547265,0.13077256,0.0,0.0,0.0,37.726022,Jovian,Hot
K2-387 b,K2-387,1,1,Transit,2022.0,28.735327,,,,7.322,,,3572.0,0.585,0.57,-0.8544380051462802,,0.126,,,,0.4071941026885439,0.7843036942479712,,,0.0,0.38381931,0.6356215118135469,0.9002495108803148,0.1138671867067057,0.38381931,0.0,0.0,0.0,2.4898665,Neptunian,Hot
Kepler-197 b,Kepler-197,2,4,Transit,2014.0,5.599308,0.06,,,1.02,,1144.1474722159228,6004.0,1.12,,,,,,,,,,,,1.0,0.29590487,0.7993122923650509,,0.143944983389204,0.29590487,0.0,0.0,0.0,463.21688,Terran,Hot
K2-156 b,K2-156,1,1,Transit,2018.0,0.813143,,,,1.1,,,4460.0,0.62,,,,-0.33,,,,,,,,1.0,0.29424838,0.9372548956126776,,0.1549803916490142,0.29424838,0.0,0.0,0.0,654.07487,Terran,Hot
K2-157 b,K2-157,1,3,Transit,2018.0,0.3652575,0.00962,,1.14,0.935,7.7,2432.0,5334.0,0.86,0.89,-0.1771349767428052,8.8,0.02,G9 V,12.367008033495196,7186.457791811079,0.8244413199056556,1.4316984924714669,0.0,0.0,1.0,0.0925123235932795,0.9755145318359164,0.9955037268390587,0.3662288402504741,0.2931132,0.0,0.0,0.0,6428.2266,Terran,Hot
K2-158 b,K2-158,1,2,Transit,2018.0,10.06049,0.0887,,,2.64,,794.0,5503.0,0.95,0.92,-0.1267426042905565,,0.07,,,94.93145909982054,0.867677247030535,1.494666207945874,0.0,0.0,0.0,0.23900669,0.9453271487711484,0.9966651926925868,0.1453927353901729,0.23900669,0.0,0.0,0.0,87.327848,Neptunian,Hot
K2-244 b,K2-244,1,1,Transit,2018.0,21.06884,0.1418,,,1.75,,638.0,5677.0,0.92,0.86,-0.2292554206475129,,-0.29,,,29.335406976646297,0.7656548566286236,1.308357734550896,0.0,0.0,0.0,0.30207537,0.9031642134482266,0.9939401985084158,0.1418289515796017,0.30207537,0.0,0.0,0.0,37.900727,Superterran,Hot
Kepler-108 c,Kepler-108,2,2,Transit,2014.0,190.323494,0.721,,,8.18,,450.2080916501771,5854.0,2.192,,,,,,,,,,,,0.0,0.20130834,0.8503814867657628,,0.0693100113696902,0.20130834,0.0,0.0,0.0,9.805668,Jovian,Hot
K2-159 b,K2-159,1,1,Transit,2018.0,12.42205,0.1013,,,2.26,,684.0,5425.0,0.83,0.9,-0.1601512169623629,,-0.07,,,67.39534367914297,0.8375974778875761,1.4481887428147937,0.0,0.0,0.0,0.268074,0.9606560054411076,0.995929862284104,0.1465675707990349,0.268074,0.0,0.0,0.0,49.29253,Superterran,Hot
K2-160 b,K2-160,1,1,Transit,2018.0,3.705871,,,,3.17824034,,,5649.0,0.913754,0.982829,-0.0263271309832375,,0.07,,,,0.9682551289594858,1.656675783233952,,,0.0,0.20629104,0.9106467458120288,0.9982180971918204,0.1427270064683897,0.20629104,0.0,0.0,0.0,336.75163,Neptunian,Hot
K2-161 b,K2-161,1,1,Transit,2018.0,9.283188,,,,6.11721229,,,4972.0,2.568173,0.986876,-0.0200809440210663,,-0.03,,,,1.0026870801376906,1.77325689905039,,,0.0,0.13012466,0.9998257929535878,0.9982886501192112,0.1498662689446318,0.13012466,0.0,0.0,0.0,1118.479,Neptunian,Hot
K2-162 b,K2-162,1,1,Transit,2018.0,9.45889,0.0795,,,1.44,,631.0,4842.0,0.69,0.75,-0.4372855781290498,,-0.17,,,57.80696447475338,0.6236041674266692,1.1104571337453568,0.0,0.0,1.0,0.32026871,0.9944678037155036,0.9820137900379085,0.2282983908473992,0.32026871,0.0,0.0,0.0,34.855053,Terran,Hot
K2-163 b,K2-163,1,1,Transit,2018.0,6.673117,,,,2.46610713,,,4937.0,0.762201,0.826112,-0.2903637424948592,,0.14,,,,0.7356218149685199,1.3033380856870342,,,0.0,0.25114966,0.9991183888476703,0.9915165631806808,0.1493356305304612,0.25114966,0.0,0.0,0.0,67.736659,Superterran,Hot
K2-165 b,K2-165,1,3,Transit,2018.0,2.354992,,,,1.27443657,,,5185.0,0.803827,0.834847,-0.2743758819205516,,-0.05,,,,0.7416455378991935,1.2974084847567533,,,1.0,0.29125684,0.9924232934980745,0.992220628967356,0.2288493075075608,0.29125684,0.0,0.0,0.0,402.66404,Terran,Hot
K2-165 c,K2-165,1,3,Transit,2018.0,4.382745,,,,1.55409035,,,5185.0,0.803827,0.834847,-0.2743758819205516,,-0.05,,,,0.7416455378991935,1.2974084847567533,,,1.0,0.28425976,0.9924232934980745,0.992220628967356,0.2288493075075608,0.28425976,0.0,0.0,0.0,175.90053,Terran,Hot
K2-165 d,K2-165,1,3,Transit,2018.0,14.101361,,,,2.64809498,,,5185.0,0.803827,0.834847,-0.2743758819205516,,-0.05,,,,0.7416455378991935,1.2974084847567533,,,0.0,0.25781619,0.9924232934980745,0.992220628967356,0.1488493075075609,0.25781619,0.0,0.0,0.0,37.032303,Neptunian,Hot
Kepler-477 b,Kepler-477,2,1,Transit,2016.0,11.11990653,,,,2.07,,,5240.0,0.79,0.87,-0.2116826158348352,2.09,-0.04,,,,0.7953543643651845,1.3875642500209189,,,0.0,0.27672114,0.9872815715902904,0.9945137011005496,0.1485984848042617,0.27672114,0.0,0.0,0.0,51.163853,Superterran,Hot
Kepler-108 b,Kepler-108,2,2,Transit,2014.0,49.183921,0.292,,,8.65,,707.4398224386665,5854.0,2.192,,,,,,,,,,,,0.0,0.11535103,0.8503814867657628,,0.0680305189414946,0.11535103,0.0,0.0,0.0,61.236038,Jovian,Hot
EPIC 201595106 b,EPIC 201595106,1,2,Transit,2021.0,0.87724,0.0177,0.0,7.67,1.565,11.1,2038.0,5679.0,0.98,0.958,-0.04915,6.0,0.01,,24.794681486801736,2850.384628382732,0.9419993051907772,1.609550359656303,0.0,0.0,1.0,0.0977653496875883,0.9026200704671432,0.997717047146497,0.3616028688751439,0.28738835,0.0,0.0,0.0,2891.3897,Terran,Hot
K2-166 b,K2-166,1,2,Transit,2018.0,8.52695,0.0858,,,2.19,,1140.0,5960.0,1.61,1.16,0.2256029622942146,,0.09,,,228.3643918147863,1.2779356524595944,2.15655452596226,0.0,0.0,0.0,0.24868301,0.8148102621687294,0.9996965529699712,0.1351635796813963,0.24868301,0.0,0.0,0.0,389.96482,Superterran,Hot
K2-175 b,K2-175,1,1,Transit,2018.0,9.525988,,,,2.03803688,,,5909.0,1.420038,1.094693,0.1375231935099171,,0.05,,,,1.1570664244362718,1.9569039026884592,,,0.0,0.25691975,0.8322536640111634,0.9994171105774732,0.1365394908613162,0.25691975,0.0,0.0,0.0,320.49145,Superterran,Hot
K2-176 b,K2-176,1,1,Transit,2018.0,5.329439,,,,1.49090097,,,5428.0,0.86416,0.938545,-0.0964071486661979,,0.15,,,,0.901268506122534,1.5580517164099374,,,1.0,0.2897791,0.960109867692564,0.9972281096069836,0.2266147570878939,0.2897791,0.0,0.0,0.0,131.21604,Terran,Hot
K2-177 b,K2-177,1,1,Transit,2018.0,14.155185,,,,2.1162048,,,6063.0,1.213565,1.210525,0.2904081705185077,,0.41,,,,1.3712617670686185,2.303883901139128,,,0.0,0.25785958,0.7779412885638531,0.999816891763742,0.1322224855085702,0.25785958,0.0,0.0,0.0,147.65104,Superterran,Hot
K2-178 b,K2-178,1,1,Transit,2018.0,8.747818,,,,3.55790985,,,5525.0,0.887267,0.95109,-0.0762243460409323,,0.09,,,,0.9188155736821718,1.5811254838843185,,,0.0,0.20471662,0.940588063364342,0.9975541165193392,0.1450758332255011,0.20471662,0.0,0.0,0.0,77.976804,Neptunian,Hot
Kepler-9 d,Kepler-9,1,3,Transit,2010.0,1.592851,0.0273,,,1.64,,2026.0,5777.0,1.02,1.07,0.1028432218982338,1.0,0.12,,,1700.270139895161,1.117703882833394,1.901360274369744,0.0,0.0,0.0,0.27335169,0.8744483924886194,0.9992539711661632,0.139903649380721,0.27335169,0.0,0.0,0.0,1461.0824,Superterran,Hot
K2-183 b,K2-183,1,3,Transit,2018.0,0.469285,,,,1.1,,,5482.0,0.87,,,,0.09,,,,,,,,1.0,0.29235197,0.9496825049564834,,0.1559746003965186,0.29235197,0.0,0.0,0.0,5432.2534,Terran,Hot
K2-185 b,K2-185,1,2,Transit,2018.0,10.616384,,,,1.15,,809.0,5788.0,0.94,0.96,-0.0620506843615106,,-0.1,,,,0.9240320763933826,1.5711288083946922,,,1.0,0.30610189,0.8711095321525246,0.9977621514787236,0.2195321131757126,0.30610189,0.0,0.0,0.0,93.504211,Terran,Hot
K2-185 c,K2-185,1,2,Transit,2018.0,52.713494,,,,2.39,,477.0,5788.0,0.94,0.96,-0.0620506843615106,,-0.1,,,,0.9240320763933826,1.5711288083946922,,,0.0,0.3429407,0.8711095321525246,0.9977621514787236,0.1398239422739325,0.3429407,0.0,0.0,0.0,11.038353,Superterran,Hot
K2-263 b,K2-263,1,1,Transit,2018.0,50.818947,0.2573,0.15,14.9,2.41,5.8,470.0,5368.0,0.85,0.88,-0.1943106474744097,7.0,-0.08,,27.84855308115114,9.656278437758589,0.8071745441209764,1.3994090700810036,0.0,0.0,1.0,0.5112261013744386,0.97035410032138,0.995033198349943,0.4499635946280043,0.37128647,0.0,0.0,0.0,8.3957992,Superterran,Hot
K2-186 b,K2-186,1,1,Transit,2018.0,41.474219,,,,3.17207779,,,5784.0,0.98083,1.018617,0.0280382198933775,,0.06,,,,1.0251834476282762,1.7434267370301242,,,0.0,0.26147757,0.8723276133733361,0.9987535020199568,0.1396989542112638,0.26147757,0.0,0.0,0.0,20.14697,Neptunian,Hot
K2-341 b,K2-341,1,1,Transit,2021.0,36.552551,,,,3.21,,598.0,5817.0,1.16,0.98,-0.030708735076268,,-0.05,,,,0.9568639161650884,1.6248590631443642,,,0.0,0.24257805,0.8621457932761668,0.9981670610575072,0.1388433884555641,0.24257805,0.0,0.0,0.0,29.17023,Neptunian,Hot
K2-187 b,K2-187,1,4,Transit,2018.0,0.77401,,,,1.2,,,5438.0,0.83,,,,0.0,,,,,,,,1.0,0.29059139,0.9582639663286284,,0.1566611173062903,0.29059139,0.0,0.0,0.0,2292.5156,Terran,Hot
K2-188 b,K2-188,1,2,Transit,2018.0,1.742169,0.0289,,,1.35,,1692.0,5977.0,1.19,1.06,0.0885705284266958,,-0.01,,,1468.164919959983,1.0906783892103429,1.839205419180926,0.0,0.0,1.0,0.2858581,0.8088696048615,0.9991755753136016,0.2146518586608721,0.2858581,0.0,0.0,0.0,1828.9605,Terran,Hot
K2-189 b,K2-189,1,2,Transit,2018.0,2.58812,,,,1.403,,1203.0,5442.0,0.879,0.85,-0.2470337599999755,,-0.1,,,,0.7573431382250045,1.3083709518752358,,,1.0,0.28111801,0.9575146840502412,0.9933071490757152,0.2261326751593194,0.28111801,0.0,0.0,0.0,442.57369,Terran,Hot
K2-190 c,K2-190,1,2,Transit,2018.0,21.574023,,,,1.09308317,,,5631.0,0.912206,0.904597,-0.1524069990775345,,-0.19,,,,0.8380439584024068,1.4350676546346346,,,1.0,0.32816646,0.9153212135765374,0.9961120200829264,0.2229535384919278,0.32816646,0.0,0.0,0.0,38.274627,Terran,Hot
K2-195 c,K2-195,1,2,Transit,2018.0,28.482786,,,,2.57581891,,,5712.0,0.906367,0.963364,-0.0567335541209535,,-0.09,,,,0.9325644319248052,1.591049158795395,,,0.0,0.27269719,0.8934595451662067,0.9978360203554274,0.1413252850381764,0.27269719,0.0,0.0,0.0,27.312202,Neptunian,Hot
K2-196 b,K2-196,1,1,Transit,2018.0,48.324222,,,,3.59970536,,,6045.0,1.538801,1.162095,0.2283457141218315,,0.01,,,,1.2776200733464698,2.148193370530388,,,0.0,0.20811974,0.7845286226805064,0.9997028421865822,0.1327414887675012,0.20811974,0.0,0.0,0.0,59.218263,Neptunian,Hot
Kepler-42 b,Kepler-42,1,3,Transit,2011.0,1.2137672,0.0116,,,0.78,,519.0,3068.0,0.17,0.13,-2.62,4.5,-0.33,M,,17.82723631851583,0.0545278611375637,0.1091332104255389,0.0,0.0,1.0,0.36193802,0.4362795811371944,0.0997504891196851,0.1219041569665319,0.36193802,0.0,0.0,0.0,17.841515,Subterran,Hot
K2-201 b,K2-201,1,2,Transit,2018.0,1.05979,,,,1.40006712,,,5507.0,0.878161,0.956055,-0.0683099300849067,,0.13,,,,0.9279056078626656,1.5981156626586617,,,1.0,0.28419896,0.9444788359194438,0.9976723134457608,0.2253953688147588,0.28419896,0.0,0.0,0.0,1315.7506,Terran,Hot
K2-201 c,K2-201,1,2,Transit,2018.0,22.779878,,,,3.28568401,,,5507.0,0.878161,0.956055,-0.0683099300849067,,0.13,,,,0.9279056078626656,1.5981156626586617,,,0.0,0.25225875,0.9444788359194438,0.9976723134457608,0.1453953688147587,0.25225875,0.0,0.0,0.0,22.015648,Neptunian,Hot
K2-202 b,K2-202,1,1,Transit,2018.0,3.405164,,,,2.30165603,,,5491.0,0.910685,0.971461,-0.0440112042241364,,0.27,,,,0.9548523176069548,1.6457633429862188,,,0.0,0.24535131,0.9478362198199198,0.998003995803953,0.1456871772918703,0.24535131,0.0,0.0,0.0,240.59261,Superterran,Hot
K2-381 b,K2-381,1,3,Transit,2022.0,7.9389334,,,,1.075,,,4473.0,0.675,0.754,-0.4292002894557908,,-0.244,,,,0.6392441281378516,1.1619645349010044,,,1.0,0.33017723,0.9401483889839362,0.9827068434300946,0.2240013501588215,0.33017723,0.0,0.0,0.0,36.441012,Terran,Hot
K2-381 d,K2-381,1,3,Transit,2022.0,26.803023,,,,1.689,,,4473.0,0.675,0.754,-0.4292002894557908,,-0.244,,,,0.6392441281378516,1.1619645349010044,,,0.0,0.43559326,0.9401483889839362,0.9827068434300946,0.1440013501588215,0.43559326,0.0,0.0,0.0,7.1949581,Superterran,Hot
K2-382 b,K2-382,1,1,Transit,2022.0,21.700156,,,,2.072,,,5452.0,0.811,0.922,-0.1234417763122972,,-0.027,,,,0.8727934452250529,1.507104567359514,,,0.0,0.30435881,0.9556143098746492,0.9967310104383614,0.1462203155206572,0.30435881,0.0,0.0,0.0,23.942627,Superterran,Hot
K2-383 b,K2-383,1,1,Transit,2022.0,1.865962,,,,1.564,,,5129.0,0.804,1.061,0.0900038436546922,,0.187,,,,1.13080658979252,1.983771382647206,,,1.0,0.27913095,0.9963088291813024,0.9991837717806398,0.229647570359149,0.27913095,0.0,0.0,0.0,438.43631,Terran,Hot
K2-203 b,K2-203,1,1,Transit,2018.0,9.6952,0.0824,0.23,,1.26549392,,738.4,5026.0,0.765,0.793,-0.47237,6.9,-0.021,,,49.63357716929504,0.5943598333926553,1.0481858270757918,0.0,0.0,1.0,0.31255975,0.9998497890605708,0.9882257939832028,0.2291637887036744,0.31255975,0.0,0.0,0.0,48.397877,Terran,Hot
K2-204 b,K2-204,1,1,Transit,2018.0,7.055908,0.0738,0.28,,3.17214154,,1148.0,5783.0,1.253,1.076,0.19866,6.5,0.21,,,290.0996977734724,1.2477569529218604,2.122029743993391,0.0,0.0,0.0,0.21128785,0.8726314301281735,0.9992973859779584,0.1397613314287109,0.21128785,0.0,0.0,0.0,343.32561,Neptunian,Hot
K2-205 b,K2-205,1,1,Transit,2018.0,26.672263,,,,1.99552771,,,5890.0,1.077574,0.951027,-0.0763250358862938,,-0.26,,,,0.9052443635672112,1.532275650413042,,,0.0,0.27963927,0.8385993475889534,0.9975525788996944,0.1369166283300948,0.27963927,0.0,0.0,0.0,53.017421,Superterran,Hot
