pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,pl_dens,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_age,st_met,st_spectype
Kepler-6 b,Kepler-6,1,1,Transit,2009.0,3.2346996,0.04852,,212.31044,14.616536,0.4,1460.0,5647.0,1.391,1.209,,,0.34,
Kepler-491 b,Kepler-491,1,1,Transit,2016.0,4.225384512,,,,8.92,,,5582.0,1.03,1.04,,4.47,0.37,
Kepler-257 b,Kepler-257,1,3,Transit,2014.0,2.382667,0.034,,,2.61,,,5180.0,1.037,,,,,
Kepler-216 b,Kepler-216,1,2,Transit,2014.0,7.693641,0.079,,,2.35,,,6091.0,1.26,,,,,
Kepler-32 c,Kepler-32,1,5,Transit,2011.0,8.7522,0.09,,158.9,2.0,,,3900.0,0.53,0.58,,,0.0,
Kepler-259 c,Kepler-259,1,2,Transit,2014.0,36.924931,0.217,,,2.7,,,5938.0,0.898,,,,,
Kepler-148 c,Kepler-148,1,3,Transit,2014.0,4.180043,0.05,,,3.6,,,5272.0,0.851,,,,,
Kepler-222 d,Kepler-222,1,3,Transit,2014.0,28.081912,0.18,,,3.69,,,5433.0,0.869,,,,,
Kepler-29 c,Kepler-29,1,2,Transit,2011.0,13.28613,,0.0,4.5,2.34,1.91,,5378.0,0.732,0.761,,,-0.44,
Kepler-179 b,Kepler-179,1,2,Transit,2014.0,2.735926,0.036,,,1.64,,,5302.0,0.759,,,,,
Kepler-165 c,Kepler-165,1,2,Transit,2014.0,15.31299,0.11,,,2.23,,,5211.0,0.77,,,,,
Kepler-228 c,Kepler-228,1,3,Transit,2014.0,4.134444,0.052,,,2.7,,,6043.0,1.014,,,,,
Kepler-20 c,Kepler-20,2,6,Transit,2011.0,10.8540774,0.0936,0.076,11.1,2.894,2.51,828.0,5495.0,0.9164,0.929,,5.6,0.07,
Kepler-166 d,Kepler-166,1,3,Transit,2016.0,1.554003928,,,,1.73,,,5350.0,0.83,0.88,,4.47,-0.03,
Kepler-52 b,Kepler-52,1,3,Transit,2012.0,7.8773565,,,135.0,2.1,,,4075.0,0.52,0.54,,,,
Kepler-197 d,Kepler-197,2,4,Transit,2014.0,15.677563,0.119,,,1.22,,,6004.0,1.12,,,,,
K2-183 d,K2-183,1,3,Transit,2018.0,22.620344,,,,2.3,,,5482.0,0.87,,,,0.09,
K2-187 e,K2-187,1,4,Transit,2018.0,13.606629,,,,1.9,,,5438.0,0.83,,,,0.0,
K2-187 c,K2-187,1,4,Transit,2018.0,2.871512,,,,1.4,,,5438.0,0.83,,,,0.0,
K2-270 b,K2-270,1,2,Transit,2018.0,1.543069,0.0247,,,1.38,,1203.0,4877.0,0.77,0.85,,,0.26,
Kepler-184 d,Kepler-184,1,3,Transit,2014.0,29.022358,0.179,,,2.49,,,5788.0,0.873,,,,,
Kepler-257 d,Kepler-257,1,3,Transit,2014.0,24.664551,0.16,,,4.95,,,5180.0,1.037,,,,,
K2-280 b,K2-280,1,1,Transit,2018.0,19.89526,0.1461,0.35,37.1,7.5,0.48,787.0,5500.0,1.28,1.03,,8.96,0.33,
K2-381 c,K2-381,1,3,Transit,2022.0,16.034656,,,,2.0,,,4473.0,0.675,0.754,,,-0.244,
Kepler-222 c,Kepler-222,1,3,Transit,2014.0,10.08881,0.091,,,4.64,,,5433.0,0.869,,,,,
HATS-36 b,HATS-36,1,1,Transit,2018.0,4.175186,0.0523,,,12.92,,1203.0,5950.0,1.1,1.1,,,0.15,
Kepler-229 b,Kepler-229,1,3,Transit,2014.0,6.252972,0.062,,,2.2,,,5120.0,0.728,,,,,
K2-222 b,K2-222,1,1,Transit,2018.0,15.38857,0.1206,0.16,8.7,2.35,3.68,871.0,5942.0,1.115,0.989,,7.1,-0.315,
K2-214 b,K2-214,1,1,Transit,2018.0,8.59656,,,,2.51,,1001.0,5875.0,1.236,1.03,,,0.04,
K2-220 b,K2-220,1,1,Transit,2018.0,13.68186,,,,2.37,,761.0,5612.0,1.026,0.91,,,-0.05,
K2-216 b,K2-216,1,1,Transit,2018.0,2.1748,0.028,0.0,8.0,1.75,8.2,1103.0,4503.0,0.72,0.7,-0.72125,,0.0,K5 V
K2-212 b,K2-212,1,1,Transit,2018.0,9.795647,,,,2.65,,,4349.0,0.678,0.622,,,,
Kepler-166 c,Kepler-166,1,3,Transit,2014.0,34.260281,0.195,,,2.38,,,5413.0,0.742,,,,,
K2-151 b,K2-151,2,1,Transit,2018.0,3.835476,0.0373,,,1.49,,566.0,3695.0,0.45,0.47,,,-0.19,
K2-295 b,K2-295,1,1,Transit,2018.0,4.024867,0.0451,0.0,106.47305,10.054473,0.612,852.0,4444.0,0.7,0.74,,,0.14,K5 V
K2-282 b,K2-282,1,2,Transit,2018.0,4.169783,,,,2.5,,,5499.0,1.0,,,,-0.23,
K2-283 b,K2-283,1,1,Transit,2018.0,1.921036,0.0291,,,3.52,,1186.0,5060.0,0.82,0.89,,,0.28,
K2-281 b,K2-281,1,1,Transit,2018.0,8.687721,0.0773,,,8.18,,665.0,4812.0,0.76,0.82,,,0.22,
K2-387 b,K2-387,1,1,Transit,2022.0,28.735327,,,,7.322,,,3572.0,0.585,0.57,,,0.126,
Kepler-197 b,Kepler-197,2,4,Transit,2014.0,5.599308,0.06,,,1.02,,,6004.0,1.12,,,,,
K2-156 b,K2-156,1,1,Transit,2018.0,0.813143,,,,1.1,,,4460.0,0.62,,,,-0.33,
K2-157 b,K2-157,1,3,Transit,2018.0,0.3652575,0.00962,,1.14,0.935,7.7,2432.0,5334.0,0.86,0.89,,8.8,0.02,G9 V
K2-158 b,K2-158,1,2,Transit,2018.0,10.06049,0.0887,,,2.64,,794.0,5503.0,0.95,0.92,,,0.07,
K2-244 b,K2-244,1,1,Transit,2018.0,21.06884,0.1418,,,1.75,,638.0,5677.0,0.92,0.86,,,-0.29,
Kepler-108 c,Kepler-108,2,2,Transit,2014.0,190.323494,0.721,,,8.18,,,5854.0,2.192,,,,,
K2-159 b,K2-159,1,1,Transit,2018.0,12.42205,0.1013,,,2.26,,684.0,5425.0,0.83,0.9,,,-0.07,
K2-160 b,K2-160,1,1,Transit,2018.0,3.705871,,,,3.17824034,,,5649.0,0.913754,0.982829,,,0.07,
K2-161 b,K2-161,1,1,Transit,2018.0,9.283188,,,,6.11721229,,,4972.0,2.568173,0.986876,,,-0.03,
K2-162 b,K2-162,1,1,Transit,2018.0,9.45889,0.0795,,,1.44,,631.0,4842.0,0.69,0.75,,,-0.17,
K2-163 b,K2-163,1,1,Transit,2018.0,6.673117,,,,2.46610713,,,4937.0,0.762201,0.826112,,,0.14,
K2-165 b,K2-165,1,3,Transit,2018.0,2.354992,,,,1.27443657,,,5185.0,0.803827,0.834847,,,-0.05,
K2-165 c,K2-165,1,3,Transit,2018.0,4.382745,,,,1.55409035,,,5185.0,0.803827,0.834847,,,-0.05,
K2-165 d,K2-165,1,3,Transit,2018.0,14.101361,,,,2.64809498,,,5185.0,0.803827,0.834847,,,-0.05,
Kepler-477 b,Kepler-477,2,1,Transit,2016.0,11.11990653,,,,2.07,,,5240.0,0.79,0.87,,2.09,-0.04,
Kepler-108 b,Kepler-108,2,2,Transit,2014.0,49.183921,0.292,,,8.65,,,5854.0,2.192,,,,,
EPIC 201595106 b,EPIC 201595106,1,2,Transit,2021.0,0.87724,0.0177,0.0,7.67,1.565,11.1,2038.0,5679.0,0.98,0.958,-0.04915,6.0,0.01,
K2-166 b,K2-166,1,2,Transit,2018.0,8.52695,0.0858,,,2.19,,1140.0,5960.0,1.61,1.16,,,0.09,
K2-175 b,K2-175,1,1,Transit,2018.0,9.525988,,,,2.03803688,,,5909.0,1.420038,1.094693,,,0.05,
K2-176 b,K2-176,1,1,Transit,2018.0,5.329439,,,,1.49090097,,,5428.0,0.86416,0.938545,,,0.15,
K2-177 b,K2-177,1,1,Transit,2018.0,14.155185,,,,2.1162048,,,6063.0,1.213565,1.210525,,,0.41,
K2-178 b,K2-178,1,1,Transit,2018.0,8.747818,,,,3.55790985,,,5525.0,0.887267,0.95109,,,0.09,
Kepler-9 d,Kepler-9,1,3,Transit,2010.0,1.592851,0.0273,,,1.64,,2026.0,5777.0,1.02,1.07,,1.0,0.12,
K2-183 b,K2-183,1,3,Transit,2018.0,0.469285,,,,1.1,,,5482.0,0.87,,,,0.09,
K2-185 b,K2-185,1,2,Transit,2018.0,10.616384,,,,1.15,,809.0,5788.0,0.94,0.96,,,-0.1,
K2-185 c,K2-185,1,2,Transit,2018.0,52.713494,,,,2.39,,477.0,5788.0,0.94,0.96,,,-0.1,
K2-263 b,K2-263,1,1,Transit,2018.0,50.818947,0.2573,0.15,14.9,2.41,5.8,470.0,5368.0,0.85,0.88,,7.0,-0.08,
K2-186 b,K2-186,1,1,Transit,2018.0,41.474219,,,,3.17207779,,,5784.0,0.98083,1.018617,,,0.06,
K2-341 b,K2-341,1,1,Transit,2021.0,36.552551,,,,3.21,,598.0,5817.0,1.16,0.98,,,-0.05,
K2-187 b,K2-187,1,4,Transit,2018.0,0.77401,,,,1.2,,,5438.0,0.83,,,,0.0,
K2-188 b,K2-188,1,2,Transit,2018.0,1.742169,0.0289,,,1.35,,1692.0,5977.0,1.19,1.06,,,-0.01,
K2-189 b,K2-189,1,2,Transit,2018.0,2.58812,,,,1.403,,1203.0,5442.0,0.879,0.85,,,-0.1,
K2-190 c,K2-190,1,2,Transit,2018.0,21.574023,,,,1.09308317,,,5631.0,0.912206,0.904597,,,-0.19,
K2-195 c,K2-195,1,2,Transit,2018.0,28.482786,,,,2.57581891,,,5712.0,0.906367,0.963364,,,-0.09,
K2-196 b,K2-196,1,1,Transit,2018.0,48.324222,,,,3.59970536,,,6045.0,1.538801,1.162095,,,0.01,
Kepler-42 b,Kepler-42,1,3,Transit,2011.0,1.2137672,0.0116,,,0.78,,519.0,3068.0,0.17,0.13,-2.62,4.5,-0.33,M
K2-201 b,K2-201,1,2,Transit,2018.0,1.05979,,,,1.40006712,,,5507.0,0.878161,0.956055,,,0.13,
K2-201 c,K2-201,1,2,Transit,2018.0,22.779878,,,,3.28568401,,,5507.0,0.878161,0.956055,,,0.13,
K2-202 b,K2-202,1,1,Transit,2018.0,3.405164,,,,2.30165603,,,5491.0,0.910685,0.971461,,,0.27,
K2-381 b,K2-381,1,3,Transit,2022.0,7.9389334,,,,1.075,,,4473.0,0.675,0.754,,,-0.244,
K2-381 d,K2-381,1,3,Transit,2022.0,26.803023,,,,1.689,,,4473.0,0.675,0.754,,,-0.244,
K2-382 b,K2-382,1,1,Transit,2022.0,21.700156,,,,2.072,,,5452.0,0.811,0.922,,,-0.027,
K2-383 b,K2-383,1,1,Transit,2022.0,1.865962,,,,1.564,,,5129.0,0.804,1.061,,,0.187,
K2-203 b,K2-203,1,1,Transit,2018.0,9.6952,0.0824,0.23,,1.26549392,,738.4,5026.0,0.765,0.793,-0.47237,6.9,-0.021,
K2-204 b,K2-204,1,1,Transit,2018.0,7.055908,0.0738,0.28,,3.17214154,,1148.0,5783.0,1.253,1.076,0.19866,6.5,0.21,
K2-205 b,K2-205,1,1,Transit,2018.0,26.672263,,,,1.99552771,,,5890.0,1.077574,0.951027,,,-0.26,
K2-206 b,K2-206,1,1,Transit,2018.0,18.294549,,,,2.79522879,,,5043.0,0.758046,0.789481,,,-0.14,
K2-207 b,K2-207,1,1,Transit,2018.0,12.48749,,,,2.60585269,,,5522.0,0.928158,0.941851,,,0.11,
K2-208 b,K2-208,1,1,Transit,2018.0,4.19097,0.04878,0.37,,1.67462172,,1122.0,5500.0,0.872,0.881,-0.20135,6.1,-0.064,
K2-209 b,K2-209,1,1,Transit,2018.0,2.080615,,,,0.86850263,,,4720.0,0.712365,0.74479,,,-0.06,
K2-210 b,K2-210,1,1,Transit,2018.0,0.57023,,,,0.86,,,5500.0,0.89,,,,0.0,
K2-211 b,K2-211,1,1,Transit,2018.0,0.669561,0.01419,0.19,,1.33162691,,1873.0,5117.0,0.818,0.851,-0.383,6.5,0.134,
K2-213 b,K2-213,1,1,Transit,2018.0,8.13087,,,,1.51398464,,,5794.0,1.20424,1.069596,,,0.25,
K2-215 b,K2-215,1,1,Transit,2018.0,8.269648,,,,2.12381238,,,5704.0,0.974398,0.999987,,,0.11,
K2-217 b,K2-217,1,1,Transit,2018.0,14.074524,,,,3.57854073,,,5967.0,1.333718,1.102661,,,0.04,
K2-218 b,K2-218,1,1,Transit,2018.0,8.679885,,,,2.56948149,,,5757.0,1.008231,1.047488,,,0.25,
K2-219 b,K2-219,1,3,Transit,2018.0,3.901287,,,,1.34762583,,,5753.0,1.189232,1.021545,,,0.13,
K2-219 c,K2-219,1,3,Transit,2018.0,6.66767,,,,1.43839723,,,5753.0,1.189232,1.021545,,,0.13,
K2-219 d,K2-219,1,3,Transit,2018.0,11.137278,,,,2.57634456,,,5753.0,1.189232,1.021545,,,0.13,
K2-221 b,K2-221,1,1,Transit,2018.0,2.399094,,,,1.67890272,,,5716.0,0.947599,1.010842,,,0.13,
K2-223 b,K2-223,1,2,Transit,2018.0,0.50557,,,,0.89,,,5859.0,1.0,,,,0.19,
K2-223 c,K2-223,1,2,Transit,2018.0,4.562546,,,,1.5,,,5859.0,1.0,,,,0.19,
K2-224 b,K2-224,1,2,Transit,2018.0,4.47904,0.0516,,,1.56,,1002.0,5620.0,0.84,0.91,,,-0.19,
K2-224 c,K2-224,1,2,Transit,2018.0,10.09489,0.0886,,,2.41,,764.0,5620.0,0.84,0.91,,,-0.19,
K2-225 b,K2-225,1,1,Transit,2018.0,15.8723,0.1409,0.23,,3.60929179,,923.0,5520.0,1.7,1.482,0.38202,0.0121,0.486,
K2-226 b,K2-226,1,1,Transit,2018.0,3.27109,0.04095,0.22,,1.53899305,,1187.0,5288.0,0.889,0.856,-0.25337,9.6,-0.05,
K2-227 b,K2-227,1,1,Transit,2018.0,13.621832,,,,1.66551298,,,5673.0,0.890666,0.950811,,,-0.1,
K2-228 b,K2-228,1,1,Transit,2018.0,2.69828,0.0338,,,1.21,,914.0,4715.0,0.65,0.71,,,-0.25,
K2-229 b,K2-229,1,2,Transit,2018.0,0.584216,,,,1.0,,,5315.0,0.79,,,,-0.09,
K2-229 c,K2-229,1,2,Transit,2018.0,8.32727,0.0769,,,2.03,,750.0,5315.0,0.79,0.87,,,-0.09,
K2-230 b,K2-230,1,1,Transit,2018.0,2.86041,0.0409,,,1.96,,1529.0,5945.0,1.39,1.11,,,0.1,
EPIC 229004835 b,EPIC 229004835,1,1,Transit,2023.0,16.141132,0.1237,0.23,10.4,2.332,4.49,804.0,5868.0,0.999,0.97,,4.9,-0.12,
K2-259 b,K2-259,1,1,Transit,2018.0,15.48043,0.1271,,,2.32,,795.0,6059.0,1.13,1.14,,,0.16,
K2-80 d,K2-80,1,3,Transit,2018.0,28.867253,,,,2.55211506,,,5377.0,0.841458,0.913111,,,0.07,
EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021.0,0.728113,,,,1.1,,,3782.0,0.32,,,,-0.18,
K2-331 c,K2-331,1,2,Transit,2021.0,22.996591,,,,2.72,,673.0,5994.0,1.06,1.1,,,0.08,
K2-333 b,K2-333,1,1,Transit,2021.0,14.759287,,,,6.18,,826.0,5880.0,1.22,1.06,,,0.07,
K2-334 b,K2-334,1,1,Transit,2021.0,5.113981,,,,5.65,,1380.0,6502.0,1.49,1.36,,,0.17,
K2-342 b,K2-342,1,1,Transit,2021.0,11.561052,,,,2.03,,861.0,5920.0,1.09,1.01,,,-0.06,
K2-343 c,K2-343,1,2,Transit,2021.0,7.676972,,,,2.02,,465.0,3804.0,0.46,0.49,,,-0.1,
K2-344 b,K2-344,1,1,Transit,2021.0,3.35585,,,,1.59,,722.0,4374.0,0.49,0.51,,,-0.95,
K2-348 b,K2-348,1,2,Transit,2021.0,4.688418,,,,3.26,,908.0,5077.0,0.85,0.83,,,0.13,
K2-348 c,K2-348,1,2,Transit,2021.0,12.550171,,,,2.67,,655.0,5077.0,0.85,0.83,,,0.13,
K2-352 c,K2-352,1,3,Transit,2021.0,8.234885,,,,1.92,,885.0,5791.0,0.95,0.98,,,-0.05,
K2-352 d,K2-352,1,3,Transit,2021.0,14.871387,,,,2.23,,727.0,5791.0,0.95,0.98,,,-0.05,
G 9-40 b,G 9-40,1,1,Transit,2019.0,5.7459982,0.0418,0.0,4.0,1.9,3.2,440.6,3395.0,0.3026,0.2952,-1.96019,,-0.07,
HD 80653 b,HD 80653,1,2,Transit,2020.0,0.719573,0.01661,0.0,5.72,1.613,7.47,2463.0,5959.0,1.22,1.18,,2.67,0.255,
Kepler-21 b,Kepler-21,2,1,Transit,2012.0,2.7858212,0.0434,0.0,7.5,1.639,9.3,2015.0,6305.0,1.902,1.408,,2.84,-0.03,
Kepler-8 b,Kepler-8,1,1,Transit,2010.0,3.5224991,0.0474,,187.5197,15.871944,0.27,1680.0,6213.0,1.486,1.213,,,-0.055,
KOI-984 b,KOI-984,1,2,Transit,2022.0,4.2881785,0.0504,0.12,,4.3,,1022.0,5295.0,0.818,0.928,,,0.12,
Kepler-505 b,Kepler-505,1,1,Transit,2016.0,27.52197994,,,,2.6,,,3931.0,0.53,0.55,,3.16,-0.19,
Kepler-745 b,Kepler-745,1,1,Transit,2016.0,9.93143556,,,,2.16,,,5849.0,1.04,1.04,,4.07,0.06,
Kepler-262 c,Kepler-262,1,2,Transit,2014.0,21.853722,0.152,,,1.64,,,5841.0,0.881,,,,,
Kepler-748 b,Kepler-748,1,1,Transit,2016.0,7.40742793,,,,2.52,,,5934.0,1.1,1.07,,3.72,0.08,
Kepler-264 b,Kepler-264,1,2,Transit,2014.0,40.806231,0.249,,,3.33,,,6158.0,1.55,,,,,
HD 73344 b,HD 73344,1,3,Transit,2024.0,15.611,0.131,0.03,10.48,2.884,2.451,911.0,6252.6,1.22,1.2,,1.15,0.143,F6 V
Kepler-1732 b,Kepler-1732,1,1,Transit,2021.0,32.31240082,,,,4.09903273,,,5821.0,1.494,1.043,,,0.04,
Kepler-263 b,Kepler-263,1,2,Transit,2014.0,16.568087,0.12,,,2.67,,,5265.0,0.785,,,,,
Kepler-261 b,Kepler-261,1,2,Transit,2014.0,10.381227,0.088,,,2.18,,,5098.0,0.794,,,,,
K2-368 d,K2-368,1,3,Transit,2022.0,20.201085,,,,1.948,,,4663.0,0.663,0.746,,,-0.25,
K2-368 c,K2-368,1,3,Transit,2022.0,9.660186,,,,1.361,,,4663.0,0.663,0.746,,,-0.25,
Kepler-1733 b,Kepler-1733,1,1,Transit,2021.0,9.229579926,,,,3.63582354,,,6320.0,1.252,1.273,,,0.24,
Kepler-754 b,Kepler-754,1,1,Transit,2016.0,14.5596237,,,,2.01,,,5935.0,1.08,1.06,,3.8,0.05,
K2-373 b,K2-373,1,1,Transit,2022.0,11.02066,,,,2.061,,,6138.0,1.486,1.158,,,0.049,
Kepler-753 b,Kepler-753,1,1,Transit,2016.0,5.747725012,,,,1.91,,,4346.0,0.65,0.68,,3.63,-0.03,
K2-339 b,K2-339,1,1,Transit,2021.0,19.507428,,,,1.92,,508.0,4857.0,0.72,0.74,,,-0.11,
Kepler-752 b,Kepler-752,1,1,Transit,2016.0,18.82747265,,,,2.81,,,5373.0,0.83,0.87,,4.07,-0.08,
K2-343 b,K2-343,1,2,Transit,2021.0,2.787174,,,,1.65,,653.0,3804.0,0.46,0.49,,,-0.1,
Kepler-766 b,Kepler-766,1,1,Transit,2016.0,6.10027804,,,,3.39,,,5992.0,1.15,1.1,,3.63,0.09,
Kepler-771 b,Kepler-771,1,1,Transit,2016.0,8.73485836,,,,1.82,,,5906.0,1.05,1.03,,3.72,0.01,
EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021.0,11.811437,,,,2.3,,,5765.0,0.93,,,,-0.39,
Kepler-773 b,Kepler-773,1,1,Transit,2016.0,3.749100061,,,,1.43,,,5850.0,1.01,1.04,,2.82,0.05,
K2-379 b,K2-379,1,1,Transit,2022.0,8.777247,,,,2.181,,,4603.0,0.751,0.856,,,-0.045,
K2-380 b,K2-380,1,1,Transit,2022.0,9.401312,,,,2.729,,,5911.0,1.32,0.993,,,-0.049,
Kepler-767 b,Kepler-767,1,1,Transit,2016.0,161.5280101,,,,6.64,,,5694.0,0.94,0.96,,4.07,-0.05,
Kepler-260 b,Kepler-260,1,2,Transit,2014.0,8.187399,0.075,,,2.01,,,5250.0,0.862,,,,,
Kepler-268 b,Kepler-268,1,2,Transit,2014.0,25.934138,0.18,,,2.55,,,6081.0,1.274,,,,,
K2-384 f,K2-384,1,5,Transit,2022.0,13.62749,,,,2.222,,,3623.0,0.348,0.33,,,0.068,M4 V
K2-384 d,K2-384,1,5,Transit,2022.0,6.679582,,,,1.392,,,3623.0,0.348,0.33,,,0.068,M4 V
K2-384 c,K2-384,1,5,Transit,2022.0,4.194766,,,,1.191,,,3623.0,0.348,0.33,,,0.068,M4 V
K2-384 e,K2-384,1,5,Transit,2022.0,9.715043,,,,1.345,,,3623.0,0.348,0.33,,,0.068,M4 V
K2-385 b,K2-385,1,1,Transit,2022.0,2.380867,,,,1.539,,,4844.0,0.761,0.927,,,-0.224,
Kepler-1736 b,Kepler-1736,1,1,Transit,2021.0,37.81029892,,,,3.8765856,,,6085.0,0.973,0.976,,,-0.28,
K2-386 b,K2-386,1,1,Transit,2022.0,7.473223,,,,2.32,,,5749.0,0.97,0.911,,,0.074,
Kepler-774 b,Kepler-774,1,1,Transit,2016.0,11.0895723,,,,3.17,,,6403.0,2.42,1.57,,2.14,0.04,
Kepler-772 b,Kepler-772,1,1,Transit,2016.0,12.99207337,,,,1.82,,,5714.0,1.11,0.98,,8.13,0.03,
K2-268 d,K2-268,1,5,Transit,2021.0,4.528598,,,,1.49,,888.0,5106.0,0.78,0.84,,,0.03,
K2-268 f,K2-268,1,5,Transit,2021.0,26.27057,,,,2.23,,492.0,5106.0,0.78,0.84,,,0.03,
K2-268 e,K2-268,1,5,Transit,2021.0,6.131243,,,,1.33,,801.0,5106.0,0.78,0.84,,,0.03,
K2-393 b,K2-393,1,1,Transit,2022.0,10.413181,,,,2.352,,,5678.0,1.071,0.881,,,0.076,
K2-394 b,K2-394,1,1,Transit,2022.0,5.095717,,,,1.692,,,4938.0,0.631,0.478,,,-0.388,
Kepler-119 b,Kepler-119,1,2,Transit,2014.0,2.422082,0.035,,,3.6,,,5595.0,0.839,,,,,
11 UMi b,11 UMi,1,1,Radial Velocity,2009.0,516.21997,1.53,0.08,4684.8142,,,,4213.0,29.79,2.78,,,-0.02,
14 And b,14 And,1,1,Radial Velocity,2008.0,186.76,0.775,0.0,1131.15130051,,,,4888.0,11.55,1.78,1.83992,,-0.21,K0 III
14 Her b,14 Her,1,2,Radial Velocity,2002.0,1765.0389,2.774,0.373,2559.47216157,,,,,,0.91,,,,
16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996.0,798.5,1.66,0.68,565.7374,,,,5750.0,1.13,1.08,,,0.06,
18 Del b,18 Del,2,1,Radial Velocity,2008.0,982.85,2.476,0.024,2926.24614325,,,,4980.0,8.8,2.1,1.63367,,-0.06,G6 III
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008.0,,330.0,,3000.0,,,1700.0,4060.0,,0.85,-0.37,0.005,,K7 V
24 Sex b,24 Sex,1,2,Radial Velocity,2010.0,452.8,1.333,0.09,632.46,,,,5098.0,4.9,1.54,1.164,2.7,-0.03,
24 Sex c,24 Sex,1,2,Radial Velocity,2010.0,883.0,2.08,0.29,273.32,,,,5098.0,4.9,1.54,1.164,2.7,-0.03,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,Imaging,2004.0,,55.0,,1589.15,,,1250.0,,,0.024,,0.008,,M8
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,Imaging,2010.0,,15.0,,2383.6,,,,,,0.019,,0.001,,M8.5
47 UMa b,47 UMa,1,3,Radial Velocity,1996.0,1078.0,2.1,0.032,804.08,,,,5872.0,1.21334,1.06,0.1978,,0.04,
47 UMa c,47 UMa,1,3,Radial Velocity,2001.0,2391.0,3.6,0.098,171.621,,,,5872.0,1.21334,1.06,0.1978,,0.04,
47 UMa d,47 UMa,1,3,Radial Velocity,2009.0,14002.0,11.6,0.16,521.22,,,,5872.0,1.21334,1.06,0.1978,,0.04,
4 UMa b,4 UMa,1,1,Radial Velocity,2006.0,270.27,0.877,0.453,2511.48007211,,,,4415.0,18.11,1.234,,4.604,-0.25,K1 III
Kepler-770 b,Kepler-770,1,3,Transit,2016.0,18.92540274,,,,2.3,,,5598.0,0.92,0.94,,4.57,-0.01,
51 Peg b,51 Peg,1,1,Radial Velocity,1995.0,4.230785,0.0527,0.013,150.009,,,,5758.0,1.17561,1.03,0.13631,,0.18,
55 Cnc b,55 Cnc,2,7,Radial Velocity,1996.0,14.651552,0.118,0.0029,276.0,,,,5198.0,0.98,1.015,,10.0,0.39,G8 V
55 Cnc c,55 Cnc,2,7,Radial Velocity,2004.0,44.3936,0.247,0.088,56.6,,,,5198.0,0.98,1.015,,10.0,0.39,G8 V
55 Cnc d,55 Cnc,2,7,Radial Velocity,2002.0,4799.0,5.6,0.0913,1214.10451474,,,,5198.0,0.98,1.015,,10.0,0.39,G8 V
55 Cnc e,55 Cnc,2,7,Radial Velocity,2004.0,0.7365474,0.01544,0.05,7.99,1.875,6.66,,5172.0,0.943,0.905,,,0.35,
55 Cnc f,55 Cnc,2,7,Radial Velocity,2007.0,260.58,0.802,0.063,48.5,,,,5198.0,0.98,1.015,,10.0,0.39,G8 V
61 Vir b,61 Vir,1,3,Radial Velocity,2009.0,4.215,0.050201,0.12,5.1,,,,5577.0,0.963,0.942,-0.095,8.96,-0.01,G5 V
61 Vir c,61 Vir,1,3,Radial Velocity,2009.0,38.021,0.2175,0.14,18.2,,,,5577.0,0.963,0.942,-0.095,8.96,-0.01,G5 V
61 Vir d,61 Vir,1,3,Radial Velocity,2009.0,123.01,0.476,0.35,22.9,,,,5577.0,0.963,0.942,-0.095,8.96,-0.01,G5 V
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008.0,919.86,2.028,0.042,597.83523357,,,,4941.0,4.94,1.32,1.1186,,-0.17,K0 IV
70 Vir b,70 Vir,1,1,Radial Velocity,1996.0,116.688,0.481,0.3988,2357.02728,,,,5495.0,1.89,1.09,,,,
7 CMa b,7 CMa,1,2,Radial Velocity,2011.0,735.1,1.758,0.06,587.9855,,,,4826.0,4.87,1.34,1.06258,4.3,0.21,
81 Cet b,81 Cet,1,1,Radial Velocity,2008.0,1005.57,2.104,0.037,1051.05854195,,,,4734.0,11.21,1.23,1.76027,,-0.11,G5 III
AB Pic b,AB Pic,1,1,Imaging,2005.0,,260.0,,4290.5,,,,,,,,0.03,,K2 V
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009.0,5.6,0.06,0.15,12.7132,,,,4816.0,0.71,0.5,,,-0.06,
BD-08 2823 c,BD-08 2823,1,2,Radial Velocity,2009.0,237.6,0.68,0.19,104.0,,,,4746.0,,0.74,,4.5,-0.07,K3 V
BD-10 3166 b,BD-10 3166,1,1,Radial Velocity,2000.0,3.48777,0.04,0.02,187.5197,,,,5393.0,0.91,1.47,,,0.38,
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009.0,268.94,0.78,0.29,330.5432,,,,4864.0,0.86,0.49,,,0.17,
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008.0,655.57,,0.5439,1639.99458012,,,,,,0.741,,,,
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009.0,379.63,1.45,0.15,6807.63,,,,4137.0,49.0,2.8,3.17,,-1.0,K2 II
