pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,pl_dens,pl_eqt,st_teff,st_rad,st_mass,st_lum,st_age,st_met,st_spectype
Kepler-367 c,Kepler-367,1,2,Transit,2014.0,53.578637,0.253,,,1.2,,,4710.0,0.695,,,,,
Kepler-1802 c,Kepler-1802,1,2,Transit,2021.0,33.13610077,,,,2.322,,,4245.0,0.637,0.649,,,0.0,
Kepler-1802 b,Kepler-1802,1,2,Transit,2021.0,15.45020008,,,,1.671,,,4245.0,0.637,0.649,,,0.0,
Kepler-143 c,Kepler-143,1,2,Transit,2014.0,27.082511,0.181,,,3.37,,,5848.0,1.359,,,,,
Kepler-415 b,Kepler-415,1,2,Transit Timing Variations,2014.0,4.176,,,119.9,1.21,,,,0.643,0.67,,,,
Kepler-369 b,Kepler-369,1,2,Transit,2014.0,2.732756,0.03,,,1.13,,,3591.0,0.471,,,,,
Kepler-370 b,Kepler-370,1,2,Transit,2014.0,4.57953,0.054,,,1.59,,,5852.0,0.9,,,,,
Kepler-373 c,Kepler-373,1,2,Transit,2014.0,16.725948,0.126,,,1.24,,,5787.0,0.845,,,,,
Kepler-374 d,Kepler-374,1,3,Transit,2014.0,5.028219,0.056,,,1.31,,,5977.0,0.911,,,,,
Kepler-374 b,Kepler-374,1,3,Transit,2014.0,1.897806,0.029,,,1.03,,,5977.0,0.911,,,,,
Kepler-375 b,Kepler-375,1,2,Transit,2014.0,12.125934,0.101,,,1.45,,,5826.0,0.837,,,,,
Kepler-534 b,Kepler-534,1,2,Transit,2016.0,15.95994513,,,,2.24,,,5884.0,0.98,1.05,,1.58,0.01,
Kepler-376 b,Kepler-376,1,2,Transit,2014.0,4.920199,0.057,,,1.07,,,5900.0,1.175,,,,,
Kepler-377 b,Kepler-377,1,2,Transit,2014.0,12.509529,0.109,,,1.39,,,5949.0,1.224,,,,,
Kepler-380 c,Kepler-380,1,2,Transit,2014.0,7.630004,0.078,,,1.27,,,6045.0,1.224,,,,,
Kepler-381 b,Kepler-381,1,3,Transit,2014.0,5.629021,0.066,,,0.99,,,6152.0,1.568,,,,,
Kepler-535 b,Kepler-535,1,1,Transit,2016.0,4.903321551,,,,2.36,,,6123.0,1.27,1.18,,3.24,0.13,
Kepler-381 d,Kepler-381,1,3,Transit,2021.0,8.256299973,,,,1.0667865,,,6197.0,2.188,1.198,,,-0.32,
Kepler-1208 b,Kepler-1208,1,1,Transit,2016.0,11.08507637,,,,2.32,,,5001.0,0.76,0.8,,4.47,-0.03,
Kepler-1987 c,Kepler-1987,1,4,Transit,2023.0,3.64830183,0.0427,0.0,,1.33,,860.0,4769.0,0.714,0.799,,,0.12,
Kepler-382 c,Kepler-382,1,2,Transit,2014.0,12.162701,0.097,,,1.59,,,5600.0,0.945,,,,,
Kepler-383 c,Kepler-383,1,2,Transit,2014.0,31.200751,0.172,,,1.24,,,4710.0,0.672,,,,,
Kepler-384 c,Kepler-384,1,2,Transit,2014.0,45.348269,0.236,,,1.13,,,5577.0,0.882,,,,,
Kepler-385 b,Kepler-385,1,3,Transit,2014.0,10.043686,0.097,,,2.73,,,6326.0,1.126,,,,,
Kepler-387 c,Kepler-387,1,2,Transit,2014.0,11.837549,0.098,,,0.89,,,5774.0,1.046,,,,,
Kepler-536 b,Kepler-536,1,1,Transit,2016.0,1.827082299,,,,3.1,,,5524.0,0.89,0.92,,4.79,0.0,
Kepler-388 c,Kepler-388,1,2,Transit,2014.0,13.297004,0.093,,,0.86,,,4498.0,0.586,,,,,
Kepler-1266 c,Kepler-1266,1,2,Transit,2021.0,4.86631012,,,,1.68023962,,,4996.0,0.831,0.791,,,0.14,
Kepler-1987 b,Kepler-1987,1,4,Transit,2023.0,2.345863002,0.0318,0.0,,1.23,,997.0,4769.0,0.714,0.799,,,0.12,
Kepler-393 c,Kepler-393,1,2,Transit,2014.0,14.613612,0.124,,,1.33,,,6189.0,1.382,,,,,
Kepler-394 c,Kepler-394,1,3,Transit,2014.0,12.130686,0.11,,,1.66,,,6402.0,1.132,,,,,
Kepler-394 d,Kepler-394,1,3,Transit,2021.0,5.613580227,,,,1.50066814,,,6398.0,1.101,1.141,,,-0.14,
Kepler-292 c,Kepler-292,1,5,Transit,2014.0,3.715335,0.045,,,1.47,,,5299.0,0.826,,,,,
Kepler-395 b,Kepler-395,1,2,Transit,2014.0,7.054346,0.061,,,1.03,,,4262.0,0.556,,,,,
Kepler-292 b,Kepler-292,1,5,Transit,2014.0,2.580827,0.035,,,1.32,,,5299.0,0.826,,,,,
Kepler-245 e,Kepler-245,1,4,Transit,2016.0,3.219821056,,,,1.75,,,5174.0,0.8,0.86,,3.63,0.05,
Kepler-298 d,Kepler-298,1,3,Transit,2014.0,77.473633,0.305,,,2.5,,,4465.0,0.582,,,,,
Kepler-299 b,Kepler-299,1,4,Transit,2014.0,2.927128,0.04,,,1.32,,,5617.0,1.032,,,,,
Kepler-301 d,Kepler-301,1,3,Transit,2014.0,13.751243,0.112,,,1.75,,,5815.0,0.9,,,,,
Kepler-301 c,Kepler-301,1,3,Transit,2014.0,5.419026,0.06,,,1.35,,,5815.0,0.9,,,,,
Kepler-59 b,Kepler-59,1,2,Transit,2012.0,11.8681707,,,,1.1,,,6074.0,0.94,1.04,,,,
Kepler-304 d,Kepler-304,1,4,Transit,2014.0,9.653471,0.08,,,2.75,,,4731.0,0.687,,,,,
Kepler-304 c,Kepler-304,1,4,Transit,2014.0,5.315946,0.054,,,2.17,,,4731.0,0.687,,,,,
Kepler-304 e,Kepler-304,1,4,Transit,2016.0,1.499146953,,,,1.2,,,4817.0,0.73,0.8,,2.09,0.05,
Kepler-305 c,Kepler-305,1,4,Transit,2013.0,8.291,,,6.0,3.3,,,,0.8,0.76,,,,
Kepler-54 d,Kepler-54,1,3,Transit,2014.0,20.995694,0.126,,,1.53,,,4252.0,0.554,,,,,
Kepler-537 b,Kepler-537,1,1,Transit,2016.0,3.247555219,,,,1.41,,,5763.0,0.99,1.07,,1.45,0.23,
Kepler-305 e,Kepler-305,1,4,Transit,2020.0,3.20538,,,,1.7938153,,,4974.0,0.827279,0.82,-0.42318,,,
Kepler-305 d,Kepler-305,1,4,Transit,2014.0,16.74,,,6.2,2.76,1.63203,,5090.0,0.792,0.827,,,,
Kepler-306 d,Kepler-306,1,4,Transit,2014.0,17.326644,0.12,,,2.47,,,4954.0,0.719,,,,,
Kepler-306 e,Kepler-306,1,4,Transit,2014.0,44.840975,0.227,,,2.27,,,4954.0,0.719,,,,,
Kepler-307 c,Kepler-307,1,2,Transit,2013.0,13.0729,,,3.64,2.2,1.74,,5367.0,0.814,0.907,,,0.19,
Kepler-84 e,Kepler-84,1,5,Transit,2014.0,27.434389,0.181,,,2.6,,,6031.0,1.169,,,,,
Kepler-84 d,Kepler-84,1,5,Transit,2014.0,4.224537,0.052,,,1.38,,,6031.0,1.169,,,,,
Kepler-84 f,Kepler-84,1,5,Transit,2014.0,44.552169,0.25,,,2.2,,,6031.0,1.169,,,,,
Kepler-310 d,Kepler-310,1,3,Transit,2014.0,92.876125,0.392,,,2.47,,,5797.0,0.876,,,,,
Kepler-414 b,Kepler-414,1,2,Transit Timing Variations,2014.0,4.7,,,3.5,1.71,,,,0.946,0.89,,,,
Kepler-55 e,Kepler-55,1,5,Transit,2014.0,4.617534,0.048,,,1.55,,,4503.0,0.619,,,,,
Kepler-310 b,Kepler-310,1,3,Transit,2014.0,13.930698,0.111,,,1.19,,,5797.0,0.876,,,,,
Kepler-903 c,Kepler-903,1,2,Transit,2016.0,62.9228557,,,,2.53,,,5682.0,0.97,0.98,,4.79,0.05,
Kepler-311 c,Kepler-311,1,3,Transit,2014.0,19.738286,0.145,,,1.43,,,5905.0,1.188,,,,,
Kepler-913 c,Kepler-913,1,2,Transit,2021.0,5.939119816,,,,3.8580709,,,6068.0,1.797,1.294,,,0.16,
Kepler-313 c,Kepler-313,1,2,Transit,2014.0,32.273273,0.208,,,2.57,,,5727.0,1.536,,,,,
Kepler-142 b,Kepler-142,1,3,Transit,2014.0,2.024152,0.032,,,1.99,,,5790.0,1.269,,,,,
Kepler-314 b,Kepler-314,1,2,Transit,2014.0,2.461069,0.035,,,0.83,,,5378.0,0.95,,,,,
Kepler-55 f,Kepler-55,1,5,Transit,2014.0,10.198545,0.081,,,1.59,,,4503.0,0.619,,,,,
Kepler-316 b,Kepler-316,1,2,Transit,2014.0,2.240508,0.027,,,1.06,,,4204.0,0.52,,,,,
Kepler-949 c,Kepler-949,1,2,Transit,2023.0,20.99757968,0.1394,0.0,,2.97,,582.0,5211.0,0.895,0.817,,,0.08,
Kepler-317 c,Kepler-317,1,2,Transit,2014.0,8.77501,0.083,,,1.72,,,5497.0,0.941,,,,,
Kepler-318 c,Kepler-318,1,2,Transit,2014.0,11.815007,0.105,,,3.68,,,5746.0,1.189,,,,,
Kepler-411 b,Kepler-411,2,4,Transit,2013.0,3.005156,0.0375,0.146,25.6,2.401,10.3,1138.0,,0.82,0.87,,0.212,,K2 V
Kepler-319 d,Kepler-319,1,3,Transit,2014.0,31.781925,0.191,,,2.29,,,5526.0,0.903,,,,,
Kepler-319 b,Kepler-319,1,3,Transit,2014.0,4.362705,0.051,,,1.63,,,5526.0,0.903,,,,,
Kepler-321 b,Kepler-321,1,2,Transit,2014.0,4.915379,0.057,,,1.77,,,5740.0,1.194,,,,,
Kepler-322 b,Kepler-322,1,2,Transit,2014.0,1.653888,0.027,,,1.01,,,5388.0,0.89,,,,,
Kepler-323 b,Kepler-323,1,2,Transit,2014.0,1.678328,0.02778,0.095,3.9,1.381,8.2,1838.0,6004.0,1.12,1.015,,5.4,-0.14,
Kepler-250 b,Kepler-250,1,3,Transit,2014.0,4.148141,0.048,,,1.13,,,5160.0,0.805,,,,,
Kepler-324 b,Kepler-324,1,4,Transit,2014.0,4.385315,0.05,,,1.14,,,5194.0,0.84,,,,,
KOI-1831 d,Kepler-324,1,4,Transit,2021.0,34.169,,,2.23,1.13,9.95,475.0,5233.0,0.835,0.901,,,,
Kepler-324 e,Kepler-324,1,4,Transit,2021.0,13.97939968,,,,2.03862444,,,5191.0,0.826,0.844,,,0.08,
Kepler-325 c,Kepler-325,1,3,Transit,2014.0,12.762172,0.105,,,2.54,,,5752.0,1.003,,,,,
Kepler-325 d,Kepler-325,1,3,Transit,2014.0,38.715185,0.22,,,2.79,,,5752.0,1.003,,,,,
Kepler-326 b,Kepler-326,1,3,Transit,2014.0,2.248329,0.032,,,1.52,,,5105.0,0.801,,,,,
Kepler-326 d,Kepler-326,1,3,Transit,2014.0,6.766888,0.066,,,1.21,,,5105.0,0.801,,,,,
Kepler-975 c,Kepler-975,1,2,Transit,2023.0,5.05821338,0.0567,0.0,,10.69,,1168.0,4883.0,1.667,0.951,,,0.56,
Kepler-256 b,Kepler-256,1,4,Transit,2014.0,1.620493,0.027,,,1.59,,,5551.0,1.301,,,,,
Kepler-416 c,Kepler-416,1,3,Transit Timing Variations,2014.0,12.209,,,,,,,,1.075,1.0,,,,
Kepler-416 d,Kepler-416,1,3,Transit,2023.0,3.07644709,0.0407,0.0,,1.61,,1253.0,5670.0,1.022,0.949,,,0.06,
Kepler-327 d,Kepler-327,1,3,Transit,2014.0,13.969457,0.09,,,1.73,,,3799.0,0.492,,,,,
Kepler-327 c,Kepler-327,1,3,Transit,2014.0,5.212333,0.047,,,1.03,,,3799.0,0.492,,,,,
Kepler-1996 b,Kepler-1996,1,2,Transit,2023.0,32.376183,0.1789,0.0,,2.26,,392.0,4580.0,0.675,0.748,,,0.08,
Kepler-329 b,Kepler-329,1,2,Transit,2014.0,7.416397,0.061,,,1.4,,,4257.0,0.523,,,,,
Kepler-11 f,Kepler-11,1,6,Transit,2010.0,46.6888,0.25,0.013,2.0,2.49,0.69,,5663.0,1.065,0.961,,8.5,,
Kepler-1001 c,Kepler-1001,1,2,Transit,2020.0,9.18186,,,,1.57799279,,,5376.0,0.836475,0.93,-0.27856,,,
Kepler-330 b,Kepler-330,1,2,Transit,2014.0,8.25978,0.075,,,1.35,,,5117.0,0.722,,,,,
Kepler-331 c,Kepler-331,1,3,Transit,2014.0,17.28111,0.105,,,1.84,,,4347.0,0.492,,,,,
Kepler-256 e,Kepler-256,1,4,Transit,2014.0,10.681572,0.096,,,2.35,,,5551.0,1.301,,,,,
Kepler-331 d,Kepler-331,1,3,Transit,2014.0,32.134328,0.159,,,1.64,,,4347.0,0.492,,,,,
Kepler-333 c,Kepler-333,2,2,Transit,2014.0,24.08821,0.135,,,1.11,,,4259.0,0.534,,,,,
Kepler-334 b,Kepler-334,1,3,Transit,2014.0,5.470319,0.061,,,1.12,,,5828.0,1.068,,,,,
Kepler-334 d,Kepler-334,1,3,Transit,2014.0,25.09849,0.168,,,1.41,,,5828.0,1.068,,,,,
Kepler-336 c,Kepler-336,1,3,Transit,2014.0,9.600001,0.092,,,2.1,,,5867.0,1.304,,,,,
Kepler-138 d,Kepler-138,1,4,Transit,2014.0,23.0923,0.1288,0.01,2.1,1.51,3.6,345.0,3841.0,0.535,0.535,-1.25181,,-0.18,
Kepler-336 b,Kepler-336,1,3,Transit,2014.0,2.024823,0.033,,,1.02,,,5867.0,1.304,,,,,
Kepler-337 b,Kepler-337,1,2,Transit,2014.0,3.292781,0.045,,,1.54,,,5684.0,1.761,,,,,
Kepler-338 c,Kepler-338,1,4,Transit,2014.0,24.310856,0.172,,,2.34,,,5923.0,1.735,,,,,
Kepler-338 d,Kepler-338,1,4,Transit,2014.0,44.431014,0.257,,,3.0,,,5923.0,1.735,,,,,
Kepler-758 e,Kepler-758,1,4,Transit,2016.0,8.1934719,,,,1.53,,,6228.0,1.42,1.16,,3.8,-0.1,
Kepler-338 e,Kepler-338,1,4,Transit Timing Variations,2014.0,9.341,,,8.5,1.56,,,,1.735,1.14,,,,
Kepler-339 d,Kepler-339,1,3,Transit,2014.0,10.558345,0.091,,,1.17,,,5631.0,0.802,,,,,
Kepler-339 c,Kepler-339,1,3,Transit,2014.0,6.988055,0.069,,,1.15,,,5631.0,0.802,,,,,
Kepler-341 d,Kepler-341,1,4,Transit,2014.0,27.666313,0.182,,,1.85,,,6012.0,1.024,,,,,
Kepler-341 b,Kepler-341,1,4,Transit,2014.0,5.195528,0.06,,,1.18,,,6012.0,1.024,,,,,
Kepler-341 e,Kepler-341,1,4,Transit,2014.0,42.473269,0.242,,,1.99,,,6012.0,1.024,,,,,
Kepler-342 d,Kepler-342,1,4,Transit,2014.0,39.459357,0.242,,,2.49,,,6175.0,1.472,,,,,
Kepler-35 b,Kepler-35,2,1,Transit,2011.0,131.458,0.60347,0.042,40.363,8.16,0.41,,5606.0,1.0284,0.8877,-0.027,,-0.34,
Kepler-461 b,Kepler-461,1,1,Transit,2016.0,8.313783059,,,,2.58,,,5634.0,0.91,0.98,,2.51,0.04,
Kepler-38 b,Kepler-38,2,1,Transit,2012.0,105.599,0.4632,0.032,122.0,4.3,,475.0,5623.0,1.752,0.941,,10.0,-0.11,G4 V
Kepler-230 c,Kepler-230,1,2,Transit,2014.0,91.773242,0.38,,,2.04,,,5588.0,0.817,,,,,
Kepler-233 c,Kepler-233,1,2,Transit,2014.0,60.418955,0.287,,,2.71,,,5360.0,0.758,,,,,
Kepler-106 d,Kepler-106,1,4,Transit,2014.0,23.9802,,,8.1,0.95,,,5858.0,1.04,1.0,,4.83,-0.12,
Kepler-238 f,Kepler-238,1,5,Transit,2013.0,50.447,,,13.5,2.0,,,,0.96,1.06,,,,
Kepler-27 d,Kepler-27,1,3,Transit,2021.0,6.546289921,,,,2.7061946,,,5251.0,0.817,0.926,,,0.21,
Kepler-81 d,Kepler-81,1,3,Transit,2014.0,20.837846,0.128,,,1.21,,,4500.0,0.595,,,,,
Kepler-722 c,Kepler-722,1,2,Transit,2016.0,105.144749,,,,2.82,,,5863.0,1.05,1.03,,4.37,0.02,
Kepler-32 f,Kepler-32,1,5,Transit,2012.0,0.74296,0.013,,,0.82,,,3900.0,0.53,0.58,,,0.0,
Kepler-262 b,Kepler-262,1,2,Transit,2014.0,13.060855,0.108,,,1.36,,,5841.0,0.881,,,,,
Kepler-263 c,Kepler-263,1,2,Transit,2014.0,47.332773,0.242,,,2.47,,,5265.0,0.785,,,,,
Kepler-265 e,Kepler-265,1,4,Transit,2014.0,67.831024,0.319,,,2.59,,,5835.0,1.103,,,,,
Kepler-265 d,Kepler-265,1,4,Transit,2014.0,43.130617,0.236,,,2.49,,,5835.0,1.103,,,,,
Kepler-763 c,Kepler-763,1,3,Transit,2023.0,4.09667624,0.0466,0.0,,1.42,,938.0,4999.0,0.843,0.8,,,0.18,
Kepler-763 b,Kepler-763,1,3,Transit,2016.0,1.19655156,,,,1.22,,,5166.0,0.8,0.84,,4.79,0.01,
Kepler-24 e,Kepler-24,1,4,Transit,2014.0,18.998355,0.138,,,2.78,,,5897.0,1.289,,,,,
Kepler-22 b,Kepler-22,1,1,Transit,2011.0,289.863876,0.812,0.72,9.1,2.1,5.2,279.0,5596.0,0.869,0.857,,7.0,-0.255,
Kepler-24 d,Kepler-24,1,4,Transit,2014.0,4.244384,0.051,,,1.67,,,5897.0,1.289,,,,,
Kepler-769 c,Kepler-769,1,2,Transit,2016.0,15.9870174,,,,1.79,,,6186.0,1.28,1.19,,2.88,0.06,
Kepler-770 c,Kepler-770,1,3,Transit,2016.0,1.475322314,,,,1.2,,,5598.0,0.92,0.94,,4.57,-0.01,
Kepler-770 d,Kepler-770,1,3,Transit,2016.0,4.15244722,,,,1.4,,,5598.0,0.92,0.94,,4.57,-0.01,
Kepler-270 c,Kepler-270,1,2,Transit,2014.0,25.262887,0.18,,,1.77,,,6067.0,1.461,,,,,
Kepler-783 b,Kepler-783,1,2,Transit,2016.0,4.29264638,,,,0.78,,,5521.0,0.89,0.93,,3.89,0.01,
Kepler-784 c,Kepler-784,1,2,Transit,2023.0,17.157236,0.1309,0.0,,1.55,,844.0,5676.0,1.487,1.016,,,0.1,
Kepler-79 e,Kepler-79,1,4,Transit,2014.0,81.0659,0.386,0.012,4.1,3.49,0.53,,6174.0,1.302,1.165,0.342,3.44,-0.0731,
Kepler-279 d,Kepler-279,1,4,Transit,2013.0,54.414,,,37.5,3.1,,,,1.07,1.1,,,,
Kepler-281 d,Kepler-281,1,3,Transit,2021.0,148.2720032,,,,5.93747806,,,5717.0,0.884,0.984,,,0.0,
Kepler-282 b,Kepler-282,1,4,Transit,2014.0,9.220524,0.082,,,1.01,,,5602.0,0.904,,,,,
Kepler-282 c,Kepler-282,1,4,Transit,2014.0,13.638723,0.106,,,1.2,,,5602.0,0.904,,,,,
Kepler-283 c,Kepler-283,1,2,Transit,2014.0,92.743711,0.341,,,1.82,,,4351.0,0.566,,,,,
Kepler-286 e,Kepler-286,1,4,Transit,2014.0,29.221289,0.176,,,1.77,,,5580.0,0.863,,,,,
Kepler-288 d,Kepler-288,1,3,Transit,2014.0,56.633742,0.287,,,2.67,,,5918.0,1.091,,,,,
Kepler-58 d,Kepler-58,1,4,Transit,2014.0,40.101371,0.236,,,2.94,,,6099.0,1.127,,,,,
Kepler-58 e,Kepler-58,1,4,Transit,2023.0,4.45814897,0.0533,0.0,,1.61,,1212.0,6100.0,1.083,1.017,,,-0.12,
Kepler-290 d,Kepler-290,1,3,Transit,2023.0,0.764017553,0.0154,0.0,,0.86,,1589.0,5142.0,0.755,0.84,,,-0.06,
Kepler-295 c,Kepler-295,1,3,Transit,2014.0,21.526258,0.142,,,1.17,,,5603.0,0.898,,,,,
Kepler-101 b,Kepler-101,1,2,Transit,2014.0,3.4876812,0.0474,0.086,51.1,5.77,1.45,1513.0,5667.0,1.56,1.17,,5.9,0.33,G3 IV
Kepler-295 d,Kepler-295,1,3,Transit,2014.0,33.884054,0.192,,,1.36,,,5603.0,0.898,,,,,
Kepler-299 e,Kepler-299,1,4,Transit,2014.0,38.285489,0.22,,,1.87,,,5617.0,1.032,,,,,
Kepler-1669 d,Kepler-1669,1,3,Transit,2023.0,4.72941177,0.0468,0.0,,1.22,,669.0,4224.0,0.603,0.609,,,-0.2,
Kepler-69 c,Kepler-69,1,2,Transit,2013.0,242.4613,0.64,0.14,,1.71,,299.0,5638.0,0.93,0.81,-0.097,,-0.29,G4 V
Kepler-864 c,Kepler-864,1,2,Transit,2023.0,2.42150341,0.0382,0.0,,1.62,,1532.0,6213.0,1.195,1.27,,,0.36,
Kepler-865 c,Kepler-865,1,2,Transit,2023.0,6.20920207,0.061,0.0,,0.89,,914.0,5440.0,0.885,0.782,,,-0.24,
Kepler-887 c,Kepler-887,1,2,Transit,2016.0,7.63846023,,,,1.13,,,6194.0,1.29,1.19,,3.09,0.08,
KIC 9663113 b,KIC 9663113,1,2,Transit,2015.0,572.3847,,,,4.6,,,6065.0,1.03,0.98,,,-0.28,
Kepler-87 c,Kepler-87,1,2,Transit,2013.0,191.2318,0.676,0.039,6.4,6.14,0.152,403.0,5600.0,1.82,1.1,,7.5,-0.17,
Kepler-896 b,Kepler-896,1,2,Transit,2016.0,144.547396,,,,2.53,,,5262.0,0.81,0.84,,5.01,-0.1,
Kepler-308 c,Kepler-308,1,2,Transit,2014.0,15.38231,0.123,,,2.16,,,5895.0,0.941,,,,,
Kepler-495 c,Kepler-495,1,2,Transit,2021.0,5.896609783,,,,1.21936414,,,5392.0,1.087,0.888,,,0.18,
Kepler-501 c,Kepler-501,1,2,Transit,2021.0,3.622760057,,,,1.68119739,,,5794.0,1.216,1.032,,,0.14,
Kepler-124 d,Kepler-124,1,3,Transit,2014.0,30.950851,0.17,,,1.11,,,4984.0,0.636,,,,,
Kepler-124 b,Kepler-124,1,3,Transit,2014.0,3.410493,0.039,,,0.73,,,4984.0,0.636,,,,,
Kepler-2000 c,Kepler-2000,1,2,Transit,2023.0,20.6180348,0.1228,0.0,,1.57,,359.0,3757.0,0.576,0.581,,,0.48,
Kepler-396 b,Kepler-396,1,2,Transit,2013.0,42.994,,,75.5,3.5,,,,1.06,0.85,,,,
Kepler-1311 b,Kepler-1311,1,3,Transit,2016.0,11.1726994,,,,1.24,,,5748.0,1.4,1.05,,7.59,0.09,
Kepler-1311 c,Kepler-1311,1,3,Transit,2016.0,2.53573424,,,,1.22,,,5748.0,1.4,1.05,,7.59,0.09,
Kepler-1312 c,Kepler-1312,1,2,Transit,2021.0,1.116119981,,,,1.02732734,,,5721.0,0.905,0.983,,,0.02,
Kepler-397 b,Kepler-397,1,2,Transit,2014.0,22.250949,0.144,,,2.46,,,5307.0,0.767,,,,,
Kepler-1869 b,Kepler-1869,1,2,Transit,2021.0,8.167360306,,,,1.11955354,,,5808.0,0.902,0.987,,,-0.06,
Kepler-398 c,Kepler-398,1,3,Transit,2014.0,11.419412,0.087,,,1.01,,,4493.0,0.613,,,,,
Kepler-398 d,Kepler-398,1,3,Transit,2016.0,6.83437001,,,,0.88,,,4557.0,0.67,0.72,,2.34,-0.06,
Kepler-1315 c,Kepler-1315,1,2,Transit,2021.0,6.566060066,,,,1.84398883,,,4818.0,0.856,0.809,,,0.56,
Kepler-445 b,Kepler-445,1,3,Transit,2015.0,2.984151,,0.0,,1.58,,,3157.0,0.21,0.18,,,0.27,M4
Kepler-399 b,Kepler-399,1,3,Transit,2014.0,14.425281,0.103,,,0.96,,,5502.0,0.68,,,,,
Kepler-399 c,Kepler-399,1,3,Transit,2014.0,26.67569,0.155,,,1.43,,,5502.0,0.68,,,,,
Kepler-126 c,Kepler-126,1,3,Transit,2014.0,21.869741,0.162,,,1.58,,,6239.0,1.358,,,,,
Kepler-400 c,Kepler-400,1,2,Transit,2014.0,17.340824,0.134,,,1.49,,,5886.0,1.145,,,,,
Kepler-401 c,Kepler-401,1,3,Transit,2014.0,47.318218,0.269,,,2.15,,,6117.0,1.333,,,,,
Kepler-1321 c,Kepler-1321,1,3,Transit,2016.0,2.226491086,,,,2.4,,,4094.0,0.53,0.54,,4.17,-0.45,
Kepler-1321 d,Kepler-1321,1,3,Transit,2021.0,5.720920086,,,,2.62843782,,,3640.0,0.503,0.513,,,0.21,
Kepler-1322 c,Kepler-1322,1,2,Transit,2021.0,6.459980011,,,,2.15492527,,,5704.0,0.804,0.897,,,-0.3,
Kepler-402 e,Kepler-402,1,4,Transit,2014.0,11.242861,0.102,,,1.46,,,6090.0,1.264,,,,,
Kepler-402 b,Kepler-402,1,4,Transit,2014.0,4.028751,0.051,,,1.22,,,6090.0,1.264,,,,,
Kepler-402 d,Kepler-402,1,4,Transit,2014.0,8.921099,0.087,,,1.38,,,6090.0,1.264,,,,,
Kepler-403 c,Kepler-403,1,3,Transit,2014.0,54.280749,0.297,,,1.75,,,6090.0,1.329,,,,,
Kepler-1336 c,Kepler-1336,1,2,Transit,2016.0,5.77721211,,,,1.71,,,5512.0,1.3,0.94,,12.3,0.05,
Kepler-404 c,Kepler-404,1,2,Transit,2014.0,14.751166,0.118,,,1.72,,,5654.0,0.884,,,,,
Kepler-1365 c,Kepler-1365,1,2,Transit,2016.0,4.77468005,,,,0.8,,,5770.0,1.05,1.0,,6.03,0.03,
Kepler-446 d,Kepler-446,1,3,Transit,2015.0,5.148921,,0.0,,1.35,,,3359.0,0.24,0.22,,,-0.3,M4
Kepler-127 b,Kepler-127,1,3,Transit,2014.0,14.435889,0.125,,,1.4,,,6106.0,1.359,,,,,
Kepler-1370 c,Kepler-1370,1,2,Transit,2016.0,7.44142113,,,,1.27,,,6202.0,1.29,1.19,,2.88,0.05,
Kepler-1371 c,Kepler-1371,1,2,Transit,2016.0,2.00541269,,,,0.64,,,5361.0,0.83,0.87,,4.37,-0.07,
Kepler-1693 c,Kepler-1693,1,2,Transit,2021.0,5.363709927,,,,0.97698289,,,5553.0,1.098,0.941,,,0.16,
Kepler-11 g,Kepler-11,1,6,Transit,2010.0,118.3807,0.466,0.15,25.0,3.33,4.0,,5663.0,1.065,0.961,,8.5,,
Kepler-1388 c,Kepler-1388,1,4,Transit,2016.0,5.53608151,,,,2.26,,,4098.0,0.61,0.63,,4.47,0.02,
Kepler-1886 b,Kepler-1886,1,1,Transit,2021.0,24.2758007,,,,2.58158428,,,5745.0,0.837,0.928,,,-0.2,
Kepler-1391 b,Kepler-1391,1,1,Transit,2016.0,54.4092333,,,,1.68,,,5840.0,1.1,1.03,,5.5,0.04,
Kepler-1887 b,Kepler-1887,1,1,Transit,2021.0,19.94750023,,,,2.92454357,,,5749.0,0.864,0.961,,,-0.1,
Kepler-1392 b,Kepler-1392,1,1,Transit,2016.0,15.1410397,,,,1.96,,,5479.0,0.85,0.88,,4.68,-0.11,
Kepler-1888 b,Kepler-1888,1,1,Transit,2021.0,11.39169979,,,,1.32578716,,,5557.0,1.249,0.897,,,0.0,
Kepler-1393 b,Kepler-1393,1,1,Transit,2016.0,2.44357812,,,,0.8,,,5697.0,0.92,0.95,,3.47,-0.09,
Kepler-1394 b,Kepler-1394,1,1,Transit,2016.0,3.93766373,,,,1.39,,,6481.0,2.55,1.64,,1.91,0.06,
Kepler-1395 b,Kepler-1395,1,1,Transit,2016.0,3.78470649,,,,0.8,,,6138.0,1.23,1.17,,2.88,0.12,
Kepler-1396 b,Kepler-1396,1,1,Transit,2016.0,18.2206421,,,,2.07,,,6195.0,1.27,1.18,,2.75,0.04,
Kepler-1397 b,Kepler-1397,1,1,Transit,2016.0,47.449955,,,,1.72,,,6026.0,1.12,1.09,,3.55,0.0,
Kepler-1889 b,Kepler-1889,1,1,Transit,2021.0,37.30369949,,,,2.94360686,,,5646.0,0.817,0.864,,,-0.28,
Kepler-1890 b,Kepler-1890,1,1,Transit,2021.0,4.820590019,,,,0.86867375,,,6046.0,1.396,1.024,,,-0.16,
